intersection_key,Latitude,Longitude,rank_SW,rank_SA,rank_delta_SA_minus_SW
LUBBOCK|LUBBOCK|33.5459|-101.8535||US0084,33.5459,-101.8535,4152.0,4064.0,-88.0
LUBBOCK|LUBBOCK|33.5460|-101.8928||KENOSHA AVENUE,33.546,-101.8928,4152.0,5330.0,1178.0
LUBBOCK|LUBBOCK|33.5460|-101.9224||SLIDE ROAD,33.546,-101.9224,4152.0,5037.0,885.0
LUBBOCK|LUBBOCK|33.5461|-101.8617|53RD STREET|AVENUE U,33.5461,-101.8617,4152.0,5360.0,1208.0
LUBBOCK|LUBBOCK|33.5461|-101.8617|AVENUE U|AVENUE U,33.5461,-101.8617,4152.0,4446.0,294.0
LUBBOCK|LUBBOCK|33.5461|-101.8617||AVENUE U,33.5461,-101.8617,4152.0,4871.0,719.0
LUBBOCK|LUBBOCK|33.5461|-101.8661|53RD STREET|W AVENUE,33.5461,-101.8661,4152.0,3891.0,-261.0
LUBBOCK|LUBBOCK|33.5461|-101.9224||SLIDE ROAD,33.5461,-101.9224,4152.0,4447.0,295.0
LUBBOCK|LUBBOCK|33.5465|-101.8832|53RD STREET|GARY AVENUE,33.5465,-101.8832,1312.0,2724.0,1412.0
LUBBOCK|LUBBOCK|33.5466|-101.9224||SLIDE ROAD,33.5466,-101.9224,4152.0,5336.0,1184.0
LUBBOCK|LUBBOCK|33.5468|-101.8360||AVENUE A,33.5468,-101.836,4152.0,3843.0,-309.0
LUBBOCK|LUBBOCK|33.5469|-101.9094|52ND STREET|SALEM AVENUE,33.5469,-101.9094,4152.0,1741.0,-2411.0
LUBBOCK|LUBBOCK|33.5469|-101.9132||52ND STREET,33.5469,-101.9132,4152.0,4365.0,213.0
LUBBOCK|LUBBOCK|33.5470|-101.8617||52ND STREET,33.547,-101.8617,4152.0,2400.0,-1752.0
LUBBOCK|LUBBOCK|33.5470|-101.8877|52ND STREET|INDIANA AVENUE,33.547,-101.8877,2031.5,413.0,-1618.5
LUBBOCK|LUBBOCK|33.5470|-101.8980||52ND STREET,33.547,-101.898,4152.0,4428.0,276.0
LUBBOCK|LUBBOCK|33.5470|-101.9051||QUAKER AVENUE,33.547,-101.9051,4152.0,3429.0,-723.0
LUBBOCK|LUBBOCK|33.5470|-101.9398||FRANKFORD AVENUE,33.547,-101.9398,390.5,1385.0,994.5
LUBBOCK|LUBBOCK|33.5471|-101.8546||US0084,33.5471,-101.8546,390.5,3898.0,3507.5
LUBBOCK|LUBBOCK|33.5471|-101.8877||INDIANA AVENUE,33.5471,-101.8877,4152.0,4975.0,823.0
LUBBOCK|LUBBOCK|33.5472|-101.8546|IH0027|US0084,33.5472,-101.8546,4152.0,1053.0,-3099.0
LUBBOCK|LUBBOCK|33.5472|-101.9369||SL0289,33.5472,-101.9369,390.5,6074.0,5683.5
LUBBOCK|LUBBOCK|33.5473|-101.8920||KNOXVILLE AVENUE,33.5473,-101.892,4152.0,3474.0,-678.0
LUBBOCK|LUBBOCK|33.5474|-101.9571||MILWAUKEE AVENUE,33.5474,-101.9571,4152.0,1840.0,-2312.0
LUBBOCK|LUBBOCK|33.5475|-101.8548||US0084,33.5475,-101.8548,390.5,980.0,589.5
LUBBOCK|LUBBOCK|33.5475|-101.8596||AVENUE T,33.5475,-101.8596,4152.0,5406.0,1254.0
LUBBOCK|LUBBOCK|33.5475|-101.8705||UNIVERSITY AVENUE,33.5475,-101.8705,4152.0,5148.0,996.0
LUBBOCK|LUBBOCK|33.5476|-101.8428||AVENUE G,33.5476,-101.8428,4152.0,4747.0,595.0
LUBBOCK|LUBBOCK|33.5476|-101.8705||UNIVERSITY AVENUE,33.5476,-101.8705,4152.0,3531.0,-621.0
LUBBOCK|LUBBOCK|33.5477|-101.8450||IH0027,33.5477,-101.845,4152.0,5964.0,1812.0
LUBBOCK|LUBBOCK|33.5477|-101.9371||SL0289,33.5477,-101.9371,1312.0,6096.0,4784.0
LUBBOCK|LUBBOCK|33.5479|-101.8617||51ST STREET,33.5479,-101.8617,4152.0,4035.0,-117.0
LUBBOCK|LUBBOCK|33.5479|-101.8621||51ST STREET,33.5479,-101.8621,4152.0,4896.0,744.0
LUBBOCK|LUBBOCK|33.5479|-101.9242|51ST STREET|ABERDEEN AVENUE,33.5479,-101.9242,4152.0,1384.0,-2768.0
LUBBOCK|LUBBOCK|33.5480|-101.8550||US0084,33.548,-101.855,4152.0,2692.0,-1460.0
LUBBOCK|LUBBOCK|33.5482|-101.8551||US0084,33.5482,-101.8551,99.0,154.0,55.0
LUBBOCK|LUBBOCK|33.5482|-101.9571||MILWAUKEE AVENUE,33.5482,-101.9571,4152.0,1497.0,-2655.0
LUBBOCK|LUBBOCK|33.5483|-101.8450||IH0027,33.5483,-101.845,4152.0,5912.0,1760.0
LUBBOCK|LUBBOCK|33.5483|-101.9374||SL0289,33.5483,-101.9374,4152.0,6111.0,1959.0
LUBBOCK|LUBBOCK|33.5485|-101.8552||US0084,33.5485,-101.8552,669.0,267.0,-402.0
LUBBOCK|LUBBOCK|33.5485|-101.8877||INDIANA AVENUE,33.5485,-101.8877,2031.5,307.0,-1724.5
LUBBOCK|LUBBOCK|33.5485|-101.9224||SLIDE ROAD,33.5485,-101.9224,4152.0,4486.0,334.0
LUBBOCK|LUBBOCK|33.5485|-101.9375||SL0289,33.5485,-101.9375,669.0,5777.0,5108.0
LUBBOCK|LUBBOCK|33.5486|-101.8747||BOSTON AVENUE,33.5486,-101.8747,1312.0,2404.0,1092.0
LUBBOCK|LUBBOCK|33.5487|-101.8152|FM0835|SS0331,33.5487,-101.8152,57.5,77.0,19.5
LUBBOCK|LUBBOCK|33.5487|-101.8152||FM0835,33.5487,-101.8152,4152.0,1104.0,-3048.0
LUBBOCK|LUBBOCK|33.5487|-101.8157||FM0835,33.5487,-101.8157,669.0,250.0,-419.0
LUBBOCK|LUBBOCK|33.5487|-101.8159|FM0835|SS0331,33.5487,-101.8159,4152.0,2598.0,-1554.0
LUBBOCK|LUBBOCK|33.5487|-101.8166||FM0835,33.5487,-101.8166,4152.0,1087.0,-3065.0
LUBBOCK|LUBBOCK|33.5487|-101.8357|50TH STREET|AVENUE A,33.5487,-101.8357,2031.5,459.0,-1572.5
LUBBOCK|LUBBOCK|33.5487|-101.8357|AVENUE A SOUTH DRIVE|FM0835,33.5487,-101.8357,4152.0,3033.0,-1119.0
LUBBOCK|LUBBOCK|33.5487|-101.8357|AVENUE A|FM0835,33.5487,-101.8357,2031.5,313.0,-1718.5
LUBBOCK|LUBBOCK|33.5487|-101.8357|FM0835|IH0027,33.5487,-101.8357,135.5,312.0,176.5
LUBBOCK|LUBBOCK|33.5487|-101.8357||FM0835,33.5487,-101.8357,1312.0,2903.0,1591.0
LUBBOCK|LUBBOCK|33.5487|-101.8376||FM0835,33.5487,-101.8376,4152.0,3188.0,-964.0
LUBBOCK|LUBBOCK|33.5487|-101.8450|FM0835|IH0027,33.5487,-101.845,1312.0,5983.0,4671.0
LUBBOCK|LUBBOCK|33.5487|-101.8553||US0084,33.5487,-101.8553,4152.0,4216.0,64.0
LUBBOCK|LUBBOCK|33.5487|-101.8724||50TH STREET,33.5487,-101.8724,1312.0,4859.0,3547.0
LUBBOCK|LUBBOCK|33.5487|-101.8791|50TH STREET|ELGIN AVENUE,33.5487,-101.8791,390.5,4767.0,4376.5
LUBBOCK|LUBBOCK|33.5487|-101.9224|50TH STREET|SLIDE ROAD,33.5487,-101.9224,4152.0,3311.0,-841.0
LUBBOCK|LUBBOCK|33.5487|-101.9571|50TH STREET|MILWAUKEE AVENUE,33.5487,-101.9571,2031.5,354.0,-1677.5
LUBBOCK|LUBBOCK|33.5487|-101.9571|MILWAUKEE AVENUE|MILWAUKEE AVENUE,33.5487,-101.9571,4152.0,4987.0,835.0
LUBBOCK|LUBBOCK|33.5488|-101.8050||FM0835,33.5488,-101.805,4152.0,2003.0,-2149.0
LUBBOCK|LUBBOCK|33.5488|-101.8055|FM0835|SS0331,33.5488,-101.8055,2031.5,310.0,-1721.5
LUBBOCK|LUBBOCK|33.5488|-101.8055||FM0835,33.5488,-101.8055,2031.5,329.0,-1702.5
LUBBOCK|LUBBOCK|33.5488|-101.8059|FM0835|SS0331,33.5488,-101.8059,2031.5,382.0,-1649.5
LUBBOCK|LUBBOCK|33.5488|-101.8063|FM0835|SS0331,33.5488,-101.8063,4152.0,3702.0,-450.0
LUBBOCK|LUBBOCK|33.5488|-101.8063||FM0835,33.5488,-101.8063,4152.0,4523.0,371.0
LUBBOCK|LUBBOCK|33.5488|-101.8067|FM0835|SS0331,33.5488,-101.8067,390.5,58.0,-332.5
LUBBOCK|LUBBOCK|33.5488|-101.8067||FM0835,33.5488,-101.8067,4152.0,1022.0,-3130.0
LUBBOCK|LUBBOCK|33.5488|-101.8070|FM0835|SS0331,33.5488,-101.807,4152.0,1067.0,-3085.0
LUBBOCK|LUBBOCK|33.5488|-101.8070||FM0835,33.5488,-101.807,4152.0,2877.0,-1275.0
LUBBOCK|LUBBOCK|33.5488|-101.8090|FM0835|SS0331,33.5488,-101.809,2031.5,378.0,-1653.5
LUBBOCK|LUBBOCK|33.5488|-101.8116||FM0835,33.5488,-101.8116,669.0,324.0,-345.0
LUBBOCK|LUBBOCK|33.5488|-101.8126|FM0835|VANDA AVENUE,33.5488,-101.8126,4152.0,3315.0,-837.0
LUBBOCK|LUBBOCK|33.5488|-101.8126||FM0835,33.5488,-101.8126,4152.0,3947.0,-205.0
LUBBOCK|LUBBOCK|33.5488|-101.8147|FM0835|SS0331,33.5488,-101.8147,1312.0,186.0,-1126.0
LUBBOCK|LUBBOCK|33.5488|-101.8147||FM0835,33.5488,-101.8147,135.5,86.0,-49.5
LUBBOCK|LUBBOCK|33.5488|-101.8184|E 50TH STREET|MARTIN LUTHER KING JR BOULEVARD,33.5488,-101.8184,2031.5,475.0,-1556.5
LUBBOCK|LUBBOCK|33.5488|-101.8184|FM0835|MARTIN LUTHER KING JR BOULEVARD,33.5488,-101.8184,4152.0,4059.0,-93.0
LUBBOCK|LUBBOCK|33.5488|-101.8186||FM0835,33.5488,-101.8186,4152.0,3126.0,-1026.0
LUBBOCK|LUBBOCK|33.5488|-101.8195||FM0835,33.5488,-101.8195,4152.0,3854.0,-298.0
LUBBOCK|LUBBOCK|33.5488|-101.8226|FM0835|SS0331,33.5488,-101.8226,4152.0,4546.0,394.0
LUBBOCK|LUBBOCK|33.5488|-101.8292|FM0835|GLOBE AVENUE,33.5488,-101.8292,4152.0,1148.0,-3004.0
LUBBOCK|LUBBOCK|33.5488|-101.8313|FM0835|IH0027,33.5488,-101.8313,4152.0,1577.0,-2575.0
LUBBOCK|LUBBOCK|33.5488|-101.8401|AVENUE D|FM0835,33.5488,-101.8401,4152.0,5154.0,1002.0
LUBBOCK|LUBBOCK|33.5488|-101.8402||FM0835,33.5488,-101.8402,4152.0,5276.0,1124.0
LUBBOCK|LUBBOCK|33.5488|-101.8405||FM0835,33.5488,-101.8405,4152.0,4016.0,-136.0
LUBBOCK|LUBBOCK|33.5488|-101.8407||FM0835,33.5488,-101.8407,4152.0,5590.0,1438.0
LUBBOCK|LUBBOCK|33.5488|-101.8417||FM0835,33.5488,-101.8417,4152.0,5513.0,1361.0
LUBBOCK|LUBBOCK|33.5488|-101.8430||FM0835,33.5488,-101.843,4152.0,5440.0,1288.0
LUBBOCK|LUBBOCK|33.5488|-101.8444||FM0835,33.5488,-101.8444,4152.0,5562.0,1410.0
LUBBOCK|LUBBOCK|33.5488|-101.8449||FM0835,33.5488,-101.8449,1312.0,5583.0,4271.0
LUBBOCK|LUBBOCK|33.5488|-101.8450|FM0835|IH0027,33.5488,-101.845,8.0,33.0,25.0
LUBBOCK|LUBBOCK|33.5488|-101.8457|FM0835|IH0027,33.5488,-101.8457,4152.0,5546.0,1394.0
LUBBOCK|LUBBOCK|33.5488|-101.8457||FM0835,33.5488,-101.8457,390.5,208.0,-182.5
LUBBOCK|LUBBOCK|33.5488|-101.8487|50TH STREET|AVENUE L,33.5488,-101.8487,4152.0,1681.0,-2471.0
LUBBOCK|LUBBOCK|33.5488|-101.8488|50TH STREET|AVENUE L,33.5488,-101.8488,4152.0,2589.0,-1563.0
LUBBOCK|LUBBOCK|33.5488|-101.8531|50TH STREET|AVENUE P,33.5488,-101.8531,4152.0,4170.0,18.0
LUBBOCK|LUBBOCK|33.5488|-101.8550||50TH STREET,33.5488,-101.855,669.0,342.0,-327.0
LUBBOCK|LUBBOCK|33.5488|-101.8553|50TH STREET|US0084,33.5488,-101.8553,15.5,8.0,-7.5
LUBBOCK|LUBBOCK|33.5488|-101.8553|IH0027|US0084,33.5488,-101.8553,2031.5,428.0,-1603.5
LUBBOCK|LUBBOCK|33.5488|-101.8554||50TH STREET,33.5488,-101.8554,4152.0,4321.0,169.0
LUBBOCK|LUBBOCK|33.5488|-101.8559||50TH STREET,33.5488,-101.8559,4152.0,3577.0,-575.0
LUBBOCK|LUBBOCK|33.5488|-101.8574||50TH STREET,33.5488,-101.8574,4152.0,5340.0,1188.0
LUBBOCK|LUBBOCK|33.5488|-101.8595||50TH STREET,33.5488,-101.8595,1312.0,2268.0,956.0
LUBBOCK|LUBBOCK|33.5488|-101.8596|50TH STREET|AVENUE T,33.5488,-101.8596,1312.0,202.0,-1110.0
LUBBOCK|LUBBOCK|33.5488|-101.8617|50TH STREET|AVENUE U,33.5488,-101.8617,4152.0,5093.0,941.0
LUBBOCK|LUBBOCK|33.5488|-101.8624||50TH STREET,33.5488,-101.8624,4152.0,5211.0,1059.0
LUBBOCK|LUBBOCK|33.5488|-101.8634||50TH STREET,33.5488,-101.8634,4152.0,4118.0,-34.0
LUBBOCK|LUBBOCK|33.5488|-101.8635||50TH STREET,33.5488,-101.8635,390.5,3723.0,3332.5
LUBBOCK|LUBBOCK|33.5488|-101.8661|50TH STREET|W AVENUE,33.5488,-101.8661,4152.0,2548.0,-1604.0
LUBBOCK|LUBBOCK|33.5488|-101.8705|50TH STREET|UNIVERSITY AVENUE,33.5488,-101.8705,32.0,14.0,-18.0
LUBBOCK|LUBBOCK|33.5488|-101.8710||50TH STREET,33.5488,-101.871,390.5,2830.0,2439.5
LUBBOCK|LUBBOCK|33.5488|-101.8812|50TH STREET|FLINT AVENUE,33.5488,-101.8812,2031.5,412.0,-1619.5
LUBBOCK|LUBBOCK|33.5488|-101.8877|50TH STREET|INDIANA AVENUE,33.5488,-101.8877,4152.0,5368.0,1216.0
LUBBOCK|LUBBOCK|33.5488|-101.8878|50TH STREET|50TH STREET,33.5488,-101.8878,4152.0,2921.0,-1231.0
LUBBOCK|LUBBOCK|33.5488|-101.8878|50TH STREET|INDIANA AVENUE,33.5488,-101.8878,57.5,76.0,18.5
LUBBOCK|LUBBOCK|33.5488|-101.8878||50TH STREET,33.5488,-101.8878,4152.0,2710.0,-1442.0
LUBBOCK|LUBBOCK|33.5488|-101.8878||INDIANA AVENUE,33.5488,-101.8878,4152.0,3196.0,-956.0
LUBBOCK|LUBBOCK|33.5488|-101.8881||50TH STREET,33.5488,-101.8881,4152.0,4530.0,378.0
LUBBOCK|LUBBOCK|33.5488|-101.8900|50TH STREET|JOLIET AVENUE,33.5488,-101.89,4152.0,1789.0,-2363.0
LUBBOCK|LUBBOCK|33.5488|-101.8921|50TH STREET|KNOXVILLE AVENUE,33.5488,-101.8921,2031.5,271.0,-1760.5
LUBBOCK|LUBBOCK|33.5488|-101.8922||50TH STREET,33.5488,-101.8922,2031.5,326.0,-1705.5
LUBBOCK|LUBBOCK|33.5488|-101.8999||50TH STREET,33.5488,-101.8999,4152.0,4664.0,512.0
LUBBOCK|LUBBOCK|33.5488|-101.9049|50TH STREET|QUAKER AVENUE,33.5488,-101.9049,1312.0,4630.0,3318.0
LUBBOCK|LUBBOCK|33.5488|-101.9049||50TH STREET,33.5488,-101.9049,4152.0,3622.0,-530.0
LUBBOCK|LUBBOCK|33.5488|-101.9050|50TH STREET|QUAKER AVENUE,33.5488,-101.905,4152.0,2749.0,-1403.0
LUBBOCK|LUBBOCK|33.5488|-101.9051|50TH STREET|50TH STREET,33.5488,-101.9051,1312.0,194.0,-1118.0
LUBBOCK|LUBBOCK|33.5488|-101.9051|50TH STREET|QUAKER AVENUE,33.5488,-101.9051,19.5,9.0,-10.5
LUBBOCK|LUBBOCK|33.5488|-101.9051||50TH STREET,33.5488,-101.9051,4152.0,2549.0,-1603.0
LUBBOCK|LUBBOCK|33.5488|-101.9052|50TH STREET|50TH STREET,33.5488,-101.9052,4152.0,4175.0,23.0
LUBBOCK|LUBBOCK|33.5488|-101.9061||50TH STREET,33.5488,-101.9061,4152.0,2538.0,-1614.0
LUBBOCK|LUBBOCK|33.5488|-101.9089|50TH STREET|SALEM AVENUE,33.5488,-101.9089,1312.0,2519.0,1207.0
LUBBOCK|LUBBOCK|33.5488|-101.9094|50TH STREET|SALEM AVENUE,33.5488,-101.9094,2031.5,452.0,-1579.5
LUBBOCK|LUBBOCK|33.5488|-101.9094||50TH STREET,33.5488,-101.9094,4152.0,1879.0,-2273.0
LUBBOCK|LUBBOCK|33.5488|-101.9137|50TH STREET|UTICA AVENUE,33.5488,-101.9137,135.5,108.0,-27.5
LUBBOCK|LUBBOCK|33.5488|-101.9138||50TH STREET,33.5488,-101.9138,1312.0,1777.0,465.0
LUBBOCK|LUBBOCK|33.5488|-101.9139||50TH STREET,33.5488,-101.9139,4152.0,2280.0,-1872.0
LUBBOCK|LUBBOCK|33.5488|-101.9140||50TH STREET,33.5488,-101.914,4152.0,3545.0,-607.0
LUBBOCK|LUBBOCK|33.5488|-101.9145||50TH STREET,33.5488,-101.9145,390.5,3742.0,3351.5
LUBBOCK|LUBBOCK|33.5488|-101.9147||50TH STREET,33.5488,-101.9147,4152.0,4312.0,160.0
LUBBOCK|LUBBOCK|33.5488|-101.9171||50TH STREET,33.5488,-101.9171,4152.0,1548.0,-2604.0
LUBBOCK|LUBBOCK|33.5488|-101.9180|50TH STREET|WAYNE AVENUE,33.5488,-101.918,390.5,145.0,-245.5
LUBBOCK|LUBBOCK|33.5488|-101.9180||50TH STREET,33.5488,-101.918,1312.0,156.0,-1156.0
LUBBOCK|LUBBOCK|33.5488|-101.9184||50TH STREET,33.5488,-101.9184,4152.0,1637.0,-2515.0
LUBBOCK|LUBBOCK|33.5488|-101.9208|50TH STREET|50TH STREET,33.5488,-101.9208,4152.0,2671.0,-1481.0
LUBBOCK|LUBBOCK|33.5488|-101.9214||50TH STREET,33.5488,-101.9214,4152.0,4044.0,-108.0
LUBBOCK|LUBBOCK|33.5488|-101.9224|50TH STREET|SLIDE ROAD,33.5488,-101.9224,57.5,22.0,-35.5
LUBBOCK|LUBBOCK|33.5488|-101.9224||SLIDE ROAD,33.5488,-101.9224,4152.0,5362.0,1210.0
LUBBOCK|LUBBOCK|33.5488|-101.9225|50TH STREET|SLIDE ROAD,33.5488,-101.9225,4152.0,3354.0,-798.0
LUBBOCK|LUBBOCK|33.5488|-101.9228||50TH STREET,33.5488,-101.9228,4152.0,2355.0,-1797.0
LUBBOCK|LUBBOCK|33.5488|-101.9234||50TH STREET,33.5488,-101.9234,4152.0,1684.0,-2468.0
LUBBOCK|LUBBOCK|33.5488|-101.9269||50TH STREET,33.5488,-101.9269,1312.0,1314.0,2.0
LUBBOCK|LUBBOCK|33.5488|-101.9272||50TH STREET,33.5488,-101.9272,4152.0,3993.0,-159.0
LUBBOCK|LUBBOCK|33.5488|-101.9273|50TH STREET|BANGOR AVENUE,33.5488,-101.9273,1312.0,173.0,-1139.0
LUBBOCK|LUBBOCK|33.5488|-101.9310|50TH STREET|CHICAGO AVENUE,33.5488,-101.931,135.5,110.0,-25.5
LUBBOCK|LUBBOCK|33.5488|-101.9317||50TH STREET,33.5488,-101.9317,4152.0,4221.0,69.0
LUBBOCK|LUBBOCK|33.5488|-101.9344||50TH STREET,33.5488,-101.9344,2031.5,381.0,-1650.5
LUBBOCK|LUBBOCK|33.5488|-101.9358||50TH STREET,33.5488,-101.9358,4152.0,1811.0,-2341.0
LUBBOCK|LUBBOCK|33.5488|-101.9362||50TH STREET,33.5488,-101.9362,4152.0,2090.0,-2062.0
LUBBOCK|LUBBOCK|33.5488|-101.9397||50TH STREET,33.5488,-101.9397,4152.0,1668.0,-2484.0
LUBBOCK|LUBBOCK|33.5488|-101.9397||FRANKFORD AVENUE,33.5488,-101.9397,4152.0,4938.0,786.0
LUBBOCK|LUBBOCK|33.5488|-101.9401||50TH STREET,33.5488,-101.9401,4152.0,2257.0,-1895.0
LUBBOCK|LUBBOCK|33.5488|-101.9744|50TH STREET|UPLAND AVENUE,33.5488,-101.9744,2031.5,288.0,-1743.5
LUBBOCK|LUBBOCK|33.5488|-101.9744|UPLAND AVENUE|UPLAND AVENUE,33.5488,-101.9744,390.5,1690.0,1299.5
LUBBOCK|LUBBOCK|33.5489|-101.7843|FM0835|OLIVE AVENUE,33.5489,-101.7843,669.0,244.0,-425.0
LUBBOCK|LUBBOCK|33.5489|-101.7882|FM0835|SL0289,33.5489,-101.7882,135.5,360.0,224.5
LUBBOCK|LUBBOCK|33.5489|-101.8000|FM0835|SS0331,33.5489,-101.8,1312.0,147.0,-1165.0
LUBBOCK|LUBBOCK|33.5489|-101.8000||FM0835,33.5489,-101.8,4152.0,746.0,-3406.0
LUBBOCK|LUBBOCK|33.5489|-101.8014|FM0835|SS0331,33.5489,-101.8014,2031.5,290.0,-1741.5
LUBBOCK|LUBBOCK|33.5489|-101.8014||FM0835,33.5489,-101.8014,2031.5,228.0,-1803.5
LUBBOCK|LUBBOCK|33.5489|-101.8019|FM0835|SS0331,33.5489,-101.8019,2031.5,246.0,-1785.5
LUBBOCK|LUBBOCK|33.5489|-101.8026|FM0835|SS0331,33.5489,-101.8026,4152.0,2503.0,-1649.0
LUBBOCK|LUBBOCK|33.5489|-101.8030|FM0835|SS0331,33.5489,-101.803,669.0,85.0,-584.0
LUBBOCK|LUBBOCK|33.5489|-101.8033|FM0835|SS0331,33.5489,-101.8033,4152.0,2847.0,-1305.0
LUBBOCK|LUBBOCK|33.5489|-101.8033||FM0835,33.5489,-101.8033,1312.0,862.0,-450.0
LUBBOCK|LUBBOCK|33.5489|-101.8034||FM0835,33.5489,-101.8034,4152.0,700.0,-3452.0
LUBBOCK|LUBBOCK|33.5489|-101.8038|FM0835|SS0331,33.5489,-101.8038,4152.0,3053.0,-1099.0
LUBBOCK|LUBBOCK|33.5489|-101.8038||FM0835,33.5489,-101.8038,390.5,1016.0,625.5
LUBBOCK|LUBBOCK|33.5489|-101.8044||FM0835,33.5489,-101.8044,4152.0,2208.0,-1944.0
LUBBOCK|LUBBOCK|33.5489|-101.8203|FM0835|SS0331,33.5489,-101.8203,2031.5,287.0,-1744.5
LUBBOCK|LUBBOCK|33.5489|-101.8553||US0084,33.5489,-101.8553,2031.5,472.0,-1559.5
LUBBOCK|LUBBOCK|33.5489|-101.8930||50TH STREET,33.5489,-101.893,390.5,2783.0,2392.5
LUBBOCK|LUBBOCK|33.5489|-101.9376||SL0289,33.5489,-101.9376,1312.0,6057.0,4745.0
LUBBOCK|LUBBOCK|33.5489|-101.9571|50TH STREET|MILWAUKEE AVENUE,33.5489,-101.9571,390.5,4775.0,4384.5
LUBBOCK|LUBBOCK|33.5490|-101.8878||INDIANA AVENUE,33.549,-101.8878,2031.5,379.0,-1652.5
LUBBOCK|LUBBOCK|33.5490|-101.8942|50TH STREET|LOUISVILLE AVENUE,33.549,-101.8942,4152.0,1527.0,-2625.0
LUBBOCK|LUBBOCK|33.5490|-101.8947|50TH STREET|MEMPHIS AVENUE,33.549,-101.8947,4152.0,1558.0,-2594.0
LUBBOCK|LUBBOCK|33.5490|-101.8957||50TH STREET,33.549,-101.8957,4152.0,2907.0,-1245.0
LUBBOCK|LUBBOCK|33.5490|-101.8964|50TH STREET|MEMPHIS AVENUE,33.549,-101.8964,1312.0,211.0,-1101.0
LUBBOCK|LUBBOCK|33.5490|-101.8964||50TH STREET,33.549,-101.8964,4152.0,4143.0,-9.0
LUBBOCK|LUBBOCK|33.5490|-101.8967||50TH STREET,33.549,-101.8967,390.5,1451.0,1060.5
LUBBOCK|LUBBOCK|33.5490|-101.9051||QUAKER AVENUE,33.549,-101.9051,4152.0,3477.0,-675.0
LUBBOCK|LUBBOCK|33.5490|-101.9224|50TH STREET|SLIDE ROAD,33.549,-101.9224,4152.0,1761.0,-2391.0
LUBBOCK|LUBBOCK|33.5491|-101.9224||SLIDE ROAD,33.5491,-101.9224,4152.0,4067.0,-85.0
LUBBOCK|LUBBOCK|33.5491|-101.9377|50TH STREET|SL0289,33.5491,-101.9377,135.5,481.0,345.5
LUBBOCK|LUBBOCK|33.5491|-101.9377||SL0289,33.5491,-101.9377,4152.0,6107.0,1955.0
LUBBOCK|LUBBOCK|33.5492|-101.9378|50TH STREET|SL0289,33.5492,-101.9378,4152.0,6105.0,1953.0
LUBBOCK|LUBBOCK|33.5493|-101.8553||US0084,33.5493,-101.8553,2031.5,457.0,-1574.5
LUBBOCK|LUBBOCK|33.5493|-101.9137||UTICA AVENUE,33.5493,-101.9137,4152.0,4659.0,507.0
LUBBOCK|LUBBOCK|33.5493|-101.9378|SL0289|SS0327,33.5493,-101.9378,1312.0,6056.0,4744.0
LUBBOCK|LUBBOCK|33.5495|-101.9224||SLIDE ROAD,33.5495,-101.9224,4152.0,1546.0,-2606.0
LUBBOCK|LUBBOCK|33.5496|-101.8554||US0084,33.5496,-101.8554,4152.0,5658.0,1506.0
LUBBOCK|LUBBOCK|33.5497|-101.9343|49TH STREET|ELKHART AVENUE,33.5497,-101.9343,4152.0,2983.0,-1169.0
LUBBOCK|LUBBOCK|33.5498|-101.8596||AVENUE T,33.5498,-101.8596,4152.0,1288.0,-2864.0
LUBBOCK|LUBBOCK|33.5498|-101.8617|49TH STREET|AVENUE U,33.5498,-101.8617,2031.5,435.0,-1596.5
LUBBOCK|LUBBOCK|33.5498|-101.8624||49TH STREET,33.5498,-101.8624,4152.0,1628.0,-2524.0
LUBBOCK|LUBBOCK|33.5498|-101.9380||SL0289,33.5498,-101.938,99.0,5348.0,5249.0
LUBBOCK|LUBBOCK|33.5500|-101.8899|JOLIET AVENUE|JOLIET AVENUE,33.55,-101.8899,4152.0,2647.0,-1505.0
LUBBOCK|LUBBOCK|33.5501|-101.8450||IH0027,33.5501,-101.845,4152.0,6018.0,1866.0
LUBBOCK|LUBBOCK|33.5501|-101.9381||SL0289,33.5501,-101.9381,4152.0,6081.0,1929.0
LUBBOCK|LUBBOCK|33.5502|-101.9397||FRANKFORD AVENUE,33.5502,-101.9397,2031.5,300.0,-1731.5
LUBBOCK|LUBBOCK|33.5503|-101.8705||UNIVERSITY AVENUE,33.5503,-101.8705,1312.0,3004.0,1692.0
LUBBOCK|LUBBOCK|33.5504|-101.8450||IH0027,33.5504,-101.845,4152.0,6009.0,1857.0
LUBBOCK|LUBBOCK|33.5504|-101.8554||US0084,33.5504,-101.8554,669.0,504.0,-165.0
LUBBOCK|LUBBOCK|33.5505|-101.8554||US0084,33.5505,-101.8554,1312.0,3636.0,2324.0
LUBBOCK|LUBBOCK|33.5506|-101.8401|48TH STREET|AVENUE D,33.5506,-101.8401,4152.0,2960.0,-1192.0
LUBBOCK|LUBBOCK|33.5506|-101.8406||48TH STREET,33.5506,-101.8406,4152.0,5369.0,1217.0
LUBBOCK|LUBBOCK|33.5506|-101.8531|48TH STREET|AVENUE P,33.5506,-101.8531,4152.0,3656.0,-496.0
LUBBOCK|LUBBOCK|33.5506|-101.8554|48TH STREET|US0084,33.5506,-101.8554,4152.0,3630.0,-522.0
LUBBOCK|LUBBOCK|33.5506|-101.8601||48TH STREET,33.5506,-101.8601,4152.0,4054.0,-98.0
