intersection_key,Latitude,Longitude,rank_SW,rank_SA,rank_delta_SA_minus_SW
LUBBOCK|LUBBOCK|33.6102|-101.9053|ITASCA STREET|N QUAKER AVENUE,33.6102,-101.9053,1312.0,5301.0,3989.0
LUBBOCK|LUBBOCK|33.6102|-101.9054||ITASCA STREET,33.6102,-101.9054,4152.0,3077.0,-1075.0
LUBBOCK|LUBBOCK|33.6103|-101.9053||N QUAKER AVENUE,33.6103,-101.9053,1312.0,1544.0,232.0
LUBBOCK|LUBBOCK|33.6103|-101.9284||N BELMONT AVENUE,33.6103,-101.9284,4152.0,2044.0,-2108.0
LUBBOCK|LUBBOCK|33.6106|-101.8457||IH0027,33.6106,-101.8457,4152.0,5775.0,1623.0
LUBBOCK|LUBBOCK|33.6106|-101.8805||US0084,33.6106,-101.8805,4152.0,3998.0,-154.0
LUBBOCK|LUBBOCK|33.6114|-101.8996||SL0289,33.6114,-101.8996,1312.0,3365.0,2053.0
LUBBOCK|LUBBOCK|33.6116|-101.8705||FM1264,33.6116,-101.8705,1312.0,3758.0,2446.0
LUBBOCK|LUBBOCK|33.6119|-101.9051|KEMPER STREET|N QUAKER AVENUE,33.6119,-101.9051,4152.0,1369.0,-2783.0
LUBBOCK|LUBBOCK|33.6121|-101.9051||N QUAKER AVENUE,33.6121,-101.9051,4152.0,1676.0,-2476.0
LUBBOCK|LUBBOCK|33.6121|-101.9399|FM2255|FM2528,33.6121,-101.9399,4152.0,1214.0,-2938.0
LUBBOCK|LUBBOCK|33.6124|-101.7767|N REDWOOD AVENUE|US0062,33.6124,-101.7767,4152.0,4969.0,817.0
LUBBOCK|LUBBOCK|33.6126|-101.7765||US0062,33.6126,-101.7765,4152.0,4096.0,-56.0
LUBBOCK|LUBBOCK|33.6127|-101.9297||LEHIGH STREET,33.6127,-101.9297,4152.0,1630.0,-2522.0
LUBBOCK|LUBBOCK|33.6129|-101.8846||US0084,33.6129,-101.8846,2031.5,298.0,-1733.5
LUBBOCK|LUBBOCK|33.6130|-101.8078||SL0289,33.613,-101.8078,390.5,3469.0,3078.5
LUBBOCK|LUBBOCK|33.6130|-101.8847|N HARTFORD AVENUE|US0084,33.613,-101.8847,4152.0,2677.0,-1475.0
LUBBOCK|LUBBOCK|33.6133|-101.8457|IH0027|SS0326,33.6133,-101.8457,4152.0,5669.0,1517.0
LUBBOCK|LUBBOCK|33.6133|-101.9051||N QUAKER AVENUE,33.6133,-101.9051,4152.0,4283.0,131.0
LUBBOCK|LUBBOCK|33.6135|-101.8184|E MUNICIPAL DRIVE|E MUNICIPAL DRIVE,33.6135,-101.8184,4152.0,3677.0,-475.0
LUBBOCK|LUBBOCK|33.6136|-101.8916|MARSHALL STREET|N KNOXVILLE AVENUE,33.6136,-101.8916,4152.0,5006.0,854.0
LUBBOCK|LUBBOCK|33.6136|-101.8961||SL0289,33.6136,-101.8961,1312.0,5251.0,3939.0
LUBBOCK|LUBBOCK|33.6140|-101.8954||SL0289,33.614,-101.8954,4152.0,5252.0,1100.0
LUBBOCK|LUBBOCK|33.6141|-101.8704|FM1264|SL0289,33.6141,-101.8704,4152.0,1807.0,-2345.0
LUBBOCK|LUBBOCK|33.6142|-101.8870||US0084,33.6142,-101.887,4152.0,5180.0,1028.0
LUBBOCK|LUBBOCK|33.6143|-101.8949||SL0289,33.6143,-101.8949,390.5,4577.0,4186.5
LUBBOCK|LUBBOCK|33.6143|-101.8950||SL0289,33.6143,-101.895,390.5,5650.0,5259.5
LUBBOCK|LUBBOCK|33.6146|-101.8878|N INDIANA AVENUE|US0084,33.6146,-101.8878,135.5,128.0,-7.5
LUBBOCK|LUBBOCK|33.6149|-101.8940||SL0289,33.6149,-101.894,4152.0,4002.0,-150.0
LUBBOCK|LUBBOCK|33.6152|-101.8151||SL0289,33.6152,-101.8151,4152.0,4833.0,681.0
LUBBOCK|LUBBOCK|33.6152|-101.8913||N LOOP 289,33.6152,-101.8913,4152.0,3334.0,-818.0
LUBBOCK|LUBBOCK|33.6153|-101.8704||FM1264,33.6153,-101.8704,4152.0,1038.0,-3114.0
LUBBOCK|LUBBOCK|33.6153|-101.9399||FM2528,33.6153,-101.9399,4152.0,1254.0,-2898.0
LUBBOCK|LUBBOCK|33.6154|-101.9399||FM2528,33.6154,-101.9399,1312.0,3669.0,2357.0
LUBBOCK|LUBBOCK|33.6156|-101.8704|FM1264|SL0289,33.6156,-101.8704,4152.0,2210.0,-1942.0
LUBBOCK|LUBBOCK|33.6157|-101.8927||SL0289,33.6157,-101.8927,135.5,343.0,207.5
LUBBOCK|LUBBOCK|33.6159|-101.8924||SL0289,33.6159,-101.8924,4152.0,5457.0,1305.0
LUBBOCK|LUBBOCK|33.6161|-101.8922|SL0289|US0084,33.6161,-101.8922,1312.0,4271.0,2959.0
LUBBOCK|LUBBOCK|33.6162|-101.8186|N MARTIN LUTHER KING BOULEVARD|SL0289,33.6162,-101.8186,135.5,112.0,-23.5
LUBBOCK|LUBBOCK|33.6162|-101.8919||SL0289,33.6162,-101.8919,4152.0,4916.0,764.0
LUBBOCK|LUBBOCK|33.6164|-101.8917||SL0289,33.6164,-101.8917,4152.0,5537.0,1385.0
LUBBOCK|LUBBOCK|33.6165|-101.8280||SL0289,33.6165,-101.828,4152.0,2644.0,-1508.0
LUBBOCK|LUBBOCK|33.6165|-101.8284|N GLOBE AVENUE|SL0289,33.6165,-101.8284,4152.0,3992.0,-160.0
LUBBOCK|LUBBOCK|33.6165|-101.8359|N ASH AVENUE|SL0289,33.6165,-101.8359,390.5,210.0,-180.5
LUBBOCK|LUBBOCK|33.6165|-101.8914|SL0289|US0084,33.6165,-101.8914,1312.0,189.0,-1123.0
LUBBOCK|LUBBOCK|33.6165|-101.8916||SL0289,33.6165,-101.8916,4152.0,5322.0,1170.0
LUBBOCK|LUBBOCK|33.6166|-101.8241|N KING AVENUE|SL0289,33.6166,-101.8241,4152.0,5557.0,1405.0
LUBBOCK|LUBBOCK|33.6166|-101.8267||SL0289,33.6166,-101.8267,4152.0,4415.0,263.0
LUBBOCK|LUBBOCK|33.6166|-101.8272|N MARTIN LUTHER KING BOULEVARD|SL0289,33.6166,-101.8272,4152.0,4292.0,140.0
LUBBOCK|LUBBOCK|33.6166|-101.8914|SL0289|US0084,33.6166,-101.8914,99.0,38.0,-61.0
LUBBOCK|LUBBOCK|33.6166|-101.8914||SL0289,33.6166,-101.8914,2031.5,442.0,-1589.5
LUBBOCK|LUBBOCK|33.6166|-101.8916|SL0289|US0084,33.6166,-101.8916,4152.0,4826.0,674.0
LUBBOCK|LUBBOCK|33.6167|-101.8912|LANDMARK LANE|SL0289,33.6167,-101.8912,4152.0,5103.0,951.0
LUBBOCK|LUBBOCK|33.6168|-101.8386||SL0289,33.6168,-101.8386,4152.0,2449.0,-1703.0
LUBBOCK|LUBBOCK|33.6169|-101.8909||SL0289,33.6169,-101.8909,4152.0,5466.0,1314.0
LUBBOCK|LUBBOCK|33.6169|-101.8919|LANDMARK LANE|US0084,33.6169,-101.8919,669.0,113.0,-556.0
LUBBOCK|LUBBOCK|33.6169|-101.8919|SL0289|US0084,33.6169,-101.8919,4152.0,4604.0,452.0
LUBBOCK|LUBBOCK|33.6171|-101.8402|IH0027|SL0289,33.6171,-101.8402,4152.0,3371.0,-781.0
LUBBOCK|LUBBOCK|33.6173|-101.8928||US0084,33.6173,-101.8928,390.5,3827.0,3436.5
LUBBOCK|LUBBOCK|33.6175|-101.8359||N ASH AVENUE,33.6175,-101.8359,4152.0,3182.0,-970.0
LUBBOCK|LUBBOCK|33.6175|-101.8416||SL0289,33.6175,-101.8416,1312.0,5167.0,3855.0
LUBBOCK|LUBBOCK|33.6176|-101.8262||E QUEENS STREET,33.6176,-101.8262,4152.0,2774.0,-1378.0
LUBBOCK|LUBBOCK|33.6176|-101.8301||E QUEENS STREET,33.6176,-101.8301,4152.0,2994.0,-1158.0
LUBBOCK|LUBBOCK|33.6176|-101.8342||E QUEENS STREET,33.6176,-101.8342,4152.0,4525.0,373.0
LUBBOCK|LUBBOCK|33.6178|-101.8426||SL0289,33.6178,-101.8426,4152.0,5684.0,1532.0
LUBBOCK|LUBBOCK|33.6179|-101.8426|IH0027|SL0289,33.6179,-101.8426,4152.0,5603.0,1451.0
LUBBOCK|LUBBOCK|33.6179|-101.8426||SL0289,33.6179,-101.8426,4152.0,5586.0,1434.0
LUBBOCK|LUBBOCK|33.6181|-101.8432||SL0289,33.6181,-101.8432,4152.0,3398.0,-754.0
LUBBOCK|LUBBOCK|33.6182|-101.8419|IH0027|SL0289,33.6182,-101.8419,4152.0,5688.0,1536.0
LUBBOCK|LUBBOCK|33.6182|-101.8436||SL0289,33.6182,-101.8436,4152.0,3658.0,-494.0
LUBBOCK|LUBBOCK|33.6183|-101.8885||SL0289,33.6183,-101.8885,4152.0,5607.0,1455.0
LUBBOCK|LUBBOCK|33.6186|-101.8443||SL0289,33.6186,-101.8443,4152.0,5654.0,1502.0
LUBBOCK|LUBBOCK|33.6187|-101.8415||IH0027,33.6187,-101.8415,4152.0,5800.0,1648.0
LUBBOCK|LUBBOCK|33.6190|-101.8452||SL0289,33.619,-101.8452,4152.0,5454.0,1302.0
LUBBOCK|LUBBOCK|33.6192|-101.8704||FM1264,33.6192,-101.8704,4152.0,4355.0,203.0
LUBBOCK|LUBBOCK|33.6195|-101.7734||N TULIP AVENUE,33.6195,-101.7734,4152.0,1696.0,-2456.0
LUBBOCK|LUBBOCK|33.6195|-101.8461||SL0289,33.6195,-101.8461,4152.0,4407.0,255.0
LUBBOCK|LUBBOCK|33.6196|-101.8850||SL0289,33.6196,-101.885,390.5,5645.0,5254.5
LUBBOCK|LUBBOCK|33.6198|-101.8840|N GARY AVENUE|SL0289,33.6198,-101.884,4152.0,5381.0,1229.0
LUBBOCK|LUBBOCK|33.6198|-101.8844||SL0289,33.6198,-101.8844,1312.0,5659.0,4347.0
LUBBOCK|LUBBOCK|33.6200|-101.9399||FM2528,33.62,-101.9399,4152.0,4246.0,94.0
LUBBOCK|LUBBOCK|33.6201|-101.8704||FM1264,33.6201,-101.8704,4152.0,2093.0,-2059.0
LUBBOCK|LUBBOCK|33.6204|-101.8184|N MARTIN LUTHER KING BOULEVARD|UNKNOWN,33.6204,-101.8184,4152.0,5314.0,1162.0
LUBBOCK|LUBBOCK|33.6204|-101.8284||E TULANE STREET,33.6204,-101.8284,1312.0,2916.0,1604.0
LUBBOCK|LUBBOCK|33.6204|-101.8335|E TULANE STREET|N CEDAR AVENUE,33.6204,-101.8335,4152.0,2882.0,-1270.0
LUBBOCK|LUBBOCK|33.6205|-101.8793||SL0289,33.6205,-101.8793,4152.0,4689.0,537.0
LUBBOCK|LUBBOCK|33.6207|-101.8205||N OAK AVENUE,33.6207,-101.8205,4152.0,1715.0,-2437.0
LUBBOCK|LUBBOCK|33.6211|-101.8704||FM1264,33.6211,-101.8704,4152.0,1826.0,-2326.0
LUBBOCK|LUBBOCK|33.6212|-101.8511||SL0289,33.6212,-101.8511,1312.0,5132.0,3820.0
LUBBOCK|LUBBOCK|33.6212|-101.8704|FM1264|SL0289,33.6212,-101.8704,4152.0,1056.0,-3096.0
LUBBOCK|LUBBOCK|33.6213|-101.8512||SL0289,33.6213,-101.8512,4152.0,5661.0,1509.0
LUBBOCK|LUBBOCK|33.6213|-101.8652|FM1264|SL0289,33.6213,-101.8652,390.5,5285.0,4894.5
LUBBOCK|LUBBOCK|33.6213|-101.8704|FM1264|SL0289,33.6213,-101.8704,4152.0,1968.0,-2184.0
LUBBOCK|LUBBOCK|33.6213|-101.8705||FM1264,33.6213,-101.8705,4152.0,2453.0,-1699.0
LUBBOCK|LUBBOCK|33.6213|-101.8737||SL0289,33.6213,-101.8737,1312.0,4616.0,3304.0
LUBBOCK|LUBBOCK|33.6213|-101.9398||FM2528,33.6213,-101.9398,4152.0,2056.0,-2096.0
LUBBOCK|LUBBOCK|33.6214|-101.8705|FM1264|SL0289,33.6214,-101.8705,1312.0,142.0,-1170.0
LUBBOCK|LUBBOCK|33.6214|-101.8711||SL0289,33.6214,-101.8711,4152.0,5700.0,1548.0
LUBBOCK|LUBBOCK|33.6214|-101.9051|N QUAKER AVENUE|URSULINE STREET,33.6214,-101.9051,4152.0,4294.0,142.0
LUBBOCK|LUBBOCK|33.6214|-101.9312||URSULINE STREET,33.6214,-101.9312,4152.0,5068.0,916.0
LUBBOCK|LUBBOCK|33.6216|-101.9227||N SLIDE ROAD,33.6216,-101.9227,4152.0,3614.0,-538.0
LUBBOCK|LUBBOCK|33.6224|-101.8705|FM1264|SL0289,33.6224,-101.8705,4152.0,2160.0,-1992.0
LUBBOCK|LUBBOCK|33.6226|-101.8705|FM1264|SL0289,33.6226,-101.8705,4152.0,4956.0,804.0
LUBBOCK|LUBBOCK|33.6230|-101.8377||IH0027,33.623,-101.8377,4152.0,5806.0,1654.0
LUBBOCK|LUBBOCK|33.6240|-101.8444||XAVIER STREET,33.624,-101.8444,4152.0,3124.0,-1028.0
LUBBOCK|LUBBOCK|33.6240|-101.9053|N QUAKER AVENUE|US0084,33.624,-101.9053,1312.0,3330.0,2018.0
LUBBOCK|LUBBOCK|33.6240|-101.9053|SL0289|US0084,33.624,-101.9053,390.5,5517.0,5126.5
LUBBOCK|LUBBOCK|33.6240|-101.9053||US0084,33.624,-101.9053,669.0,445.0,-224.0
LUBBOCK|LUBBOCK|33.6241|-101.9052|HIGHWAY 84|N QUAKER AVENUE,33.6241,-101.9052,4152.0,4589.0,437.0
LUBBOCK|LUBBOCK|33.6248|-101.8705||FM1264,33.6248,-101.8705,4152.0,1904.0,-2248.0
LUBBOCK|LUBBOCK|33.6249|-101.9070||US0084,33.6249,-101.907,4152.0,3050.0,-1102.0
LUBBOCK|LUBBOCK|33.6252|-101.9075||US0084,33.6252,-101.9075,4152.0,5383.0,1231.0
LUBBOCK|LUBBOCK|33.6256|-101.8705|FM1264|SL0289,33.6256,-101.8705,4152.0,3040.0,-1112.0
LUBBOCK|LUBBOCK|33.6256|-101.8705||FM1264,33.6256,-101.8705,2031.5,450.0,-1581.5
LUBBOCK|LUBBOCK|33.6257|-101.8361||IH0027,33.6257,-101.8361,4152.0,5753.0,1601.0
LUBBOCK|LUBBOCK|33.6265|-101.7857||E MUNICIPAL DRIVE,33.6265,-101.7857,1312.0,2900.0,1588.0
LUBBOCK|LUBBOCK|33.6265|-101.8510||N AVENUE N,33.6265,-101.851,1312.0,5416.0,4104.0
LUBBOCK|LUBBOCK|33.6280|-101.8424||MESA ROAD,33.628,-101.8424,4152.0,4249.0,97.0
LUBBOCK|LUBBOCK|33.6281|-101.8356|IH0027|YUCCA LANE,33.6281,-101.8356,4152.0,5761.0,1609.0
LUBBOCK|LUBBOCK|33.6296|-101.8706|FM1264|SL0289,33.6296,-101.8706,4152.0,3682.0,-470.0
LUBBOCK|LUBBOCK|33.6311|-101.8706|FM1264|SL0289,33.6311,-101.8706,99.0,171.0,72.0
LUBBOCK|LUBBOCK|33.6311|-101.8706||FM1264,33.6311,-101.8706,1312.0,1275.0,-37.0
LUBBOCK|LUBBOCK|33.6312|-101.8706|FM1264|SL0289,33.6312,-101.8706,4152.0,1617.0,-2535.0
LUBBOCK|LUBBOCK|33.6313|-101.9399|FM2528|US0084,33.6313,-101.9399,4152.0,1560.0,-2592.0
LUBBOCK|LUBBOCK|33.6313|-101.9399||FM2528,33.6313,-101.9399,4152.0,2576.0,-1576.0
LUBBOCK|LUBBOCK|33.6320|-101.8707|FM1264|SL0289,33.632,-101.8707,4152.0,1131.0,-3021.0
LUBBOCK|LUBBOCK|33.6320|-101.8707||FM1264,33.632,-101.8707,4152.0,4823.0,671.0
LUBBOCK|LUBBOCK|33.6327|-101.8707||FM1264,33.6327,-101.8707,4152.0,3737.0,-415.0
LUBBOCK|LUBBOCK|33.6333|-101.7935||N HOLLY AVENUE,33.6333,-101.7935,4152.0,3303.0,-849.0
LUBBOCK|LUBBOCK|33.6337|-101.9238|FM2528|US0084,33.6337,-101.9238,4152.0,2287.0,-1865.0
LUBBOCK|LUBBOCK|33.6338|-101.9240||US0084,33.6338,-101.924,4152.0,4413.0,261.0
LUBBOCK|LUBBOCK|33.6339|-101.9244|FM2528|US0084,33.6339,-101.9244,1312.0,1848.0,536.0
LUBBOCK|LUBBOCK|33.6340|-101.9245|N SLIDE ROAD|US0084,33.634,-101.9245,2031.5,463.0,-1568.5
LUBBOCK|LUBBOCK|33.6341|-101.8707|FM1264|SL0289,33.6341,-101.8707,2031.5,425.0,-1606.5
LUBBOCK|LUBBOCK|33.6347|-101.8707|FM1264|SL0289,33.6347,-101.8707,1312.0,1284.0,-28.0
LUBBOCK|LUBBOCK|33.6352|-101.9271||US0084,33.6352,-101.9271,1312.0,4670.0,3358.0
LUBBOCK|LUBBOCK|33.6355|-101.9399||FM2528,33.6355,-101.9399,4152.0,3930.0,-222.0
LUBBOCK|LUBBOCK|33.6358|-101.9399|FM2528|US0084,33.6358,-101.9399,75.0,336.0,261.0
LUBBOCK|LUBBOCK|33.6359|-101.8707|FM1264|SL0289,33.6359,-101.8707,4152.0,2829.0,-1323.0
LUBBOCK|LUBBOCK|33.6360|-101.8357||IH0027,33.636,-101.8357,390.5,5778.0,5387.5
LUBBOCK|LUBBOCK|33.6362|-101.7875||FM2641,33.6362,-101.7875,1312.0,1971.0,659.0
LUBBOCK|LUBBOCK|33.6386|-101.8708|FM1264|FM2641,33.6386,-101.8708,4152.0,2733.0,-1419.0
LUBBOCK|LUBBOCK|33.6386|-101.8708||FM1264,33.6386,-101.8708,4152.0,3516.0,-636.0
LUBBOCK|LUBBOCK|33.6389|-101.8358||IH0027,33.6389,-101.8358,4152.0,5768.0,1616.0
LUBBOCK|LUBBOCK|33.6394|-101.8358||IH0027,33.6394,-101.8358,4152.0,5726.0,1574.0
LUBBOCK|LUBBOCK|33.6399|-101.8708|FM1264|FM2641,33.6399,-101.8708,4152.0,1112.0,-3040.0
LUBBOCK|LUBBOCK|33.6402|-101.8708||FM1264,33.6402,-101.8708,4152.0,776.0,-3376.0
LUBBOCK|LUBBOCK|33.6403|-101.8186||N MARTIN LUTHER KING BOULEVARD,33.6403,-101.8186,1312.0,2010.0,698.0
LUBBOCK|LUBBOCK|33.6405|-101.8708||FM1264,33.6405,-101.8708,4152.0,1259.0,-2893.0
LUBBOCK|LUBBOCK|33.6413|-101.8317|E PURDUE STREET|N ELM AVENUE,33.6413,-101.8317,1312.0,4260.0,2948.0
LUBBOCK|LUBBOCK|33.6414|-101.8231|E PURDUE STREET|N MAGNOLIA AVENUE,33.6414,-101.8231,4152.0,3894.0,-258.0
LUBBOCK|LUBBOCK|33.6414|-101.8252|E PURDUE STREET|N KING AVENUE,33.6414,-101.8252,4152.0,4084.0,-68.0
LUBBOCK|LUBBOCK|33.6416|-101.8358||IH0027,33.6416,-101.8358,1312.0,5823.0,4511.0
LUBBOCK|LUBBOCK|33.6419|-101.8358||IH0027,33.6419,-101.8358,4152.0,5769.0,1617.0
LUBBOCK|LUBBOCK|33.6425|-101.8708|FM1264|FM2641,33.6425,-101.8708,4152.0,715.0,-3437.0
LUBBOCK|LUBBOCK|33.6432|-101.8358||IH0027,33.6432,-101.8358,669.0,537.0,-132.0
LUBBOCK|LUBBOCK|33.6433|-101.8317|FM2641|IH0027,33.6433,-101.8317,390.5,1821.0,1430.5
LUBBOCK|LUBBOCK|33.6433|-101.8318||FM2641,33.6433,-101.8318,1312.0,1255.0,-57.0
LUBBOCK|LUBBOCK|33.6440|-101.8358||IH0027,33.644,-101.8358,4152.0,5799.0,1647.0
LUBBOCK|NEW DEAL|33.7243|-101.8413||IH0027,33.7243,-101.8413,4152.0,5465.0,1313.0
LUBBOCK|NEW DEAL|33.7272|-101.8419||IH0027,33.7272,-101.8419,4152.0,4348.0,196.0
LUBBOCK|NEW DEAL|33.7343|-101.8419|IH0027|NOT REPORTED,33.7343,-101.8419,4152.0,4472.0,320.0
LUBBOCK|NEW DEAL|33.7421|-101.8394|IH0027|NOT REPORTED,33.7421,-101.8394,4152.0,5757.0,1605.0
LUBBOCK|NEW DEAL|33.7458|-101.8378||IH0027,33.7458,-101.8378,1312.0,5648.0,4336.0
LUBBOCK|OUTSIDE CITY LIMITS|33.3958|-101.8137||US0087,33.3958,-101.8137,4152.0,5543.0,1391.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4014|-101.6145|NOT REPORTED|US0084,33.4014,-101.6145,4152.0,3000.0,-1152.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4028|-101.8178|NOT REPORTED|US0087,33.4028,-101.8178,1312.0,5308.0,3996.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4034|-101.6768||CR3300,33.4034,-101.6768,4152.0,4331.0,179.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4035|-101.8182|NOT REPORTED|US0087,33.4035,-101.8182,1312.0,4160.0,2848.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4059|-101.6432||FM0400,33.4059,-101.6432,135.5,227.0,91.5
LUBBOCK|OUTSIDE CITY LIMITS|33.4073|-101.6228|NOT REPORTED|US0084,33.4073,-101.6228,4152.0,4889.0,737.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4075|-101.6232|NOT REPORTED|US0084,33.4075,-101.6232,4152.0,5399.0,1247.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4076|-101.8206||US0087,33.4076,-101.8206,4152.0,3287.0,-865.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4082|-101.6423||FM0400,33.4082,-101.6423,390.5,971.0,580.5
LUBBOCK|OUTSIDE CITY LIMITS|33.4091|-101.6254||US0084,33.4091,-101.6254,4152.0,4891.0,739.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4092|-101.6254||US0084,33.4092,-101.6254,1312.0,4890.0,3578.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4104|-101.6271|NOT REPORTED|US0084,33.4104,-101.6271,1312.0,4082.0,2770.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4137|-102.0354||FM0041,33.4137,-102.0354,390.5,2536.0,2145.5
LUBBOCK|OUTSIDE CITY LIMITS|33.4137|-102.0651||FM0041,33.4137,-102.0651,390.5,1008.0,617.5
LUBBOCK|OUTSIDE CITY LIMITS|33.4139|-101.8243|FM0041|US0087,33.4139,-101.8243,669.0,443.0,-226.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4141|-101.8989||FM0041,33.4141,-101.8989,4152.0,1768.0,-2384.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4142|-101.8244|FM0041|US0087,33.4142,-101.8244,1312.0,2753.0,1441.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4142|-101.8446||FM0041,33.4142,-101.8446,4152.0,600.0,-3552.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4142|-101.8806|FM0041|FM1730,33.4142,-101.8806,4152.0,2575.0,-1577.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4143|-101.8329|FM0041|US0087,33.4143,-101.8329,4152.0,585.0,-3567.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4144|-101.8246|FM0041|US0087,33.4144,-101.8246,4.5,29.0,24.5
LUBBOCK|OUTSIDE CITY LIMITS|33.4145|-101.8246|FM0041|US0087,33.4145,-101.8246,1312.0,3979.0,2667.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4146|-101.7114||CR3100,33.4146,-101.7114,4152.0,1552.0,-2600.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4147|-101.8247|FM0041|US0087,33.4147,-101.8247,2031.5,478.0,-1553.5
LUBBOCK|OUTSIDE CITY LIMITS|33.4148|-101.8248|FM0041|US0087,33.4148,-101.8248,4152.0,4285.0,133.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4151|-101.6342|NOT REPORTED|US0084,33.4151,-101.6342,1312.0,3796.0,2484.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4151|-101.8250|FM0041|US0087,33.4151,-101.825,4152.0,3853.0,-299.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4156|-101.6351||US0084,33.4156,-101.6351,4152.0,5468.0,1316.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4170|-101.8261|FM0041|US0087,33.417,-101.8261,1312.0,2595.0,1283.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4171|-101.8261|NOT REPORTED|US0087,33.4171,-101.8261,4152.0,5542.0,1390.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4179|-101.5651|FM2150|NOT REPORTED,33.4179,-101.5651,390.5,3041.0,2650.5
LUBBOCK|OUTSIDE CITY LIMITS|33.4235|-101.8299|NOT REPORTED|US0087,33.4235,-101.8299,390.5,3181.0,2790.5
LUBBOCK|OUTSIDE CITY LIMITS|33.4285|-101.9486||178TH STREET,33.4285,-101.9486,4152.0,2365.0,-1787.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4286|-102.0161|FM0041|FM0179,33.4286,-102.0161,4152.0,1101.0,-3051.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4289|-101.7289||FM0041,33.4289,-101.7289,4152.0,3021.0,-1131.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4289|-101.7755|CR2720|E COUNTY ROAD 7700,33.4289,-101.7755,4152.0,4018.0,-134.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4328|-101.8353|SL0493|US0087,33.4328,-101.8353,1312.0,4349.0,3037.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4335|-101.6916|FM0041|NOT REPORTED,33.4335,-101.6916,1312.0,810.0,-502.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4335|-101.6967|FM0041|NOT REPORTED,33.4335,-101.6967,1312.0,848.0,-464.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4336|-101.6888||FM0041,33.4336,-101.6888,4152.0,1137.0,-3015.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4338|-101.6754||FM0041,33.4338,-101.6754,4152.0,893.0,-3259.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4364|-102.0230||CR1350,33.4364,-102.023,4152.0,2668.0,-1484.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4370|-101.9297|FM1730|NOT REPORTED,33.437,-101.9297,1312.0,3209.0,1897.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4383|-101.8684|S FM 1264|S FM 1264,33.4383,-101.8684,4152.0,4340.0,188.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4387|-101.9297|FM0041|FM1730,33.4387,-101.9297,1312.0,1976.0,664.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4391|-101.8684||S FM 1264,33.4391,-101.8684,4152.0,1598.0,-2554.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4393|-101.8467||CR2330,33.4393,-101.8467,1312.0,5391.0,4079.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4399|-101.8642||W AVENUE,33.4399,-101.8642,4152.0,4933.0,781.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4413|-102.0162||FM0179,33.4413,-102.0162,4152.0,1540.0,-2612.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4414|-101.9289|FM0041|FM1730,33.4414,-101.9289,4152.0,2665.0,-1487.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4430|-101.8402||US0087,33.443,-101.8402,4152.0,4972.0,820.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4439|-101.8879||CR7610,33.4439,-101.8879,4152.0,1566.0,-2586.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4457|-101.9239||FM1730,33.4457,-101.9239,4152.0,1970.0,-2182.0
LUBBOCK|OUTSIDE CITY LIMITS|33.4470|-101.8414|SL0493|US0087,33.447,-101.8414,4152.0,5527.0,1375.0
