,County,City,Lat,Long,RdNm1,RdNm2,rank_SW,rank_SA,rank_delta_SA_minus_SW,Latitude,Longitude,intersection_key
0,LUBBOCK,ABERNATHY,33.8197,-101.8412,FM0597,SL0369,1312.0,877.0,-435.0,33.8197,-101.8412,LUBBOCK|ABERNATHY|33.8197|-101.8412|FM0597|SL0369
1,LUBBOCK,ABERNATHY,33.8262,-101.8379,,CR2400,4152.0,3090.0,-1062.0,33.8262,-101.8379,LUBBOCK|ABERNATHY|33.8262|-101.8379||CR2400
2,LUBBOCK,ABERNATHY,33.8264,-101.8431,3RD STREET,AVENUE D,4152.0,2769.0,-1383.0,33.8264,-101.8431,LUBBOCK|ABERNATHY|33.8264|-101.8431|3RD STREET|AVENUE D
3,LUBBOCK,ABERNATHY,33.8271,-101.8410,IH0027,NOT REPORTED,4152.0,5680.0,1528.0,33.8271,-101.841,LUBBOCK|ABERNATHY|33.8271|-101.8410|IH0027|NOT REPORTED
4,LUBBOCK,BUFFALO SPRINGS (LUBBOCK),33.5241,-101.7275,,FM0835,4152.0,3510.0,-642.0,33.5241,-101.7275,LUBBOCK|BUFFALO SPRINGS (LUBBOCK)|33.5241|-101.7275||FM0835
5,LUBBOCK,BUFFALO SPRINGS (LUBBOCK),33.5313,-101.7087,,PONY EXPRESS TRL,4152.0,2930.0,-1222.0,33.5313,-101.7087,LUBBOCK|BUFFALO SPRINGS (LUBBOCK)|33.5313|-101.7087||PONY EXPRESS TRL
6,LUBBOCK,BUFFALO SPRINGS (LUBBOCK),33.5332,-101.7143,,PONY EXPRESS TRL,4152.0,4273.0,121.0,33.5332,-101.7143,LUBBOCK|BUFFALO SPRINGS (LUBBOCK)|33.5332|-101.7143||PONY EXPRESS TRL
7,LUBBOCK,BUFFALO SPRINGS (LUBBOCK),33.5332,-101.7222,,COMANCHE DRIVE,1312.0,3139.0,1827.0,33.5332,-101.7222,LUBBOCK|BUFFALO SPRINGS (LUBBOCK)|33.5332|-101.7222||COMANCHE DRIVE
8,LUBBOCK,BUFFALO SPRINGS (LUBBOCK),33.5338,-101.7176,,COMANCHE DRIVE,1312.0,4367.0,3055.0,33.5338,-101.7176,LUBBOCK|BUFFALO SPRINGS (LUBBOCK)|33.5338|-101.7176||COMANCHE DRIVE
9,LUBBOCK,BUFFALO SPRINGS (LUBBOCK),33.5351,-101.7260,,FM0835,390.5,1094.0,703.5,33.5351,-101.726,LUBBOCK|BUFFALO SPRINGS (LUBBOCK)|33.5351|-101.7260||FM0835
10,LUBBOCK,IDALOU,33.6616,-101.6762,,E 6TH STREET,4152.0,3168.0,-984.0,33.6616,-101.6762,LUBBOCK|IDALOU|33.6616|-101.6762||E 6TH STREET
11,LUBBOCK,IDALOU,33.6646,-101.6829,WALNUT STREET,WALNUT STREET,1312.0,4319.0,3007.0,33.6646,-101.6829,LUBBOCK|IDALOU|33.6646|-101.6829|WALNUT STREET|WALNUT STREET
12,LUBBOCK,IDALOU,33.6649,-101.6887,FM0400,US0062,1312.0,5091.0,3779.0,33.6649,-101.6887,LUBBOCK|IDALOU|33.6649|-101.6887|FM0400|US0062
13,LUBBOCK,IDALOU,33.6651,-101.6884,FM0400,US0062,4152.0,1859.0,-2293.0,33.6651,-101.6884,LUBBOCK|IDALOU|33.6651|-101.6884|FM0400|US0062
14,LUBBOCK,IDALOU,33.6667,-101.6830,FM0400,US0062,4152.0,3841.0,-311.0,33.6667,-101.683,LUBBOCK|IDALOU|33.6667|-101.6830|FM0400|US0062
15,LUBBOCK,LUBBOCK,33.4730,-101.8951,,134TH STREET,4152.0,5236.0,1084.0,33.473,-101.8951,LUBBOCK|LUBBOCK|33.4730|-101.8951||134TH STREET
16,LUBBOCK,LUBBOCK,33.4753,-101.9223,,FM1730,4152.0,1282.0,-2870.0,33.4753,-101.9223,LUBBOCK|LUBBOCK|33.4753|-101.9223||FM1730
17,LUBBOCK,LUBBOCK,33.4754,-101.9049,,QUAKER AVENUE,4152.0,4560.0,408.0,33.4754,-101.9049,LUBBOCK|LUBBOCK|33.4754|-101.9049||QUAKER AVENUE
18,LUBBOCK,LUBBOCK,33.4757,-101.8876,,INDIANA AVENUE,4152.0,3941.0,-211.0,33.4757,-101.8876,LUBBOCK|LUBBOCK|33.4757|-101.8876||INDIANA AVENUE
19,LUBBOCK,LUBBOCK,33.4760,-101.9395,FM1585,FM1730,4152.0,3391.0,-761.0,33.476,-101.9395,LUBBOCK|LUBBOCK|33.4760|-101.9395|FM1585|FM1730
20,LUBBOCK,LUBBOCK,33.4760,-101.9396,FM1585,FRANKFORD AVENUE,4152.0,4169.0,17.0,33.476,-101.9396,LUBBOCK|LUBBOCK|33.4760|-101.9396|FM1585|FRANKFORD AVENUE
21,LUBBOCK,LUBBOCK,33.4760,-101.9482,,130TH STREET,4152.0,2096.0,-2056.0,33.476,-101.9482,LUBBOCK|LUBBOCK|33.4760|-101.9482||130TH STREET
22,LUBBOCK,LUBBOCK,33.4760,-101.9570,130TH STREET,MILWAUKEE AVENUE,4152.0,4057.0,-95.0,33.476,-101.957,LUBBOCK|LUBBOCK|33.4760|-101.9570|130TH STREET|MILWAUKEE AVENUE
23,LUBBOCK,LUBBOCK,33.4760,-101.9580,,130TH STREET,4152.0,4105.0,-47.0,33.476,-101.958,LUBBOCK|LUBBOCK|33.4760|-101.9580||130TH STREET
24,LUBBOCK,LUBBOCK,33.4760,-101.9724,,FM1585,4152.0,4886.0,734.0,33.476,-101.9724,LUBBOCK|LUBBOCK|33.4760|-101.9724||FM1585
25,LUBBOCK,LUBBOCK,33.4760,-101.9744,FM0179,FM1585,135.5,440.0,304.5,33.476,-101.9744,LUBBOCK|LUBBOCK|33.4760|-101.9744|FM0179|FM1585
26,LUBBOCK,LUBBOCK,33.4760,-101.9744,FM1585,UPLAND AVENUE,75.0,94.0,19.0,33.476,-101.9744,LUBBOCK|LUBBOCK|33.4760|-101.9744|FM1585|UPLAND AVENUE
27,LUBBOCK,LUBBOCK,33.4762,-101.8833,,FM1585,4152.0,4165.0,13.0,33.4762,-101.8833,LUBBOCK|LUBBOCK|33.4762|-101.8833||FM1585
28,LUBBOCK,LUBBOCK,33.4762,-101.8876,130TH STREET,INDIANA AVENUE,4152.0,2675.0,-1477.0,33.4762,-101.8876,LUBBOCK|LUBBOCK|33.4762|-101.8876|130TH STREET|INDIANA AVENUE
29,LUBBOCK,LUBBOCK,33.4762,-101.8876,FM1585,INDIANA AVENUE,669.0,126.0,-543.0,33.4762,-101.8876,LUBBOCK|LUBBOCK|33.4762|-101.8876|FM1585|INDIANA AVENUE
30,LUBBOCK,LUBBOCK,33.4762,-101.8918,FM1585,KNOXVILLE AVENUE,2031.5,407.0,-1624.5,33.4762,-101.8918,LUBBOCK|LUBBOCK|33.4762|-101.8918|FM1585|KNOXVILLE AVENUE
31,LUBBOCK,LUBBOCK,33.4762,-101.8961,130TH STREET,MEMPHIS AVENUE,4152.0,2067.0,-2085.0,33.4762,-101.8961,LUBBOCK|LUBBOCK|33.4762|-101.8961|130TH STREET|MEMPHIS AVENUE
32,LUBBOCK,LUBBOCK,33.4762,-101.8964,FM1585,MEMPHIS AVENUE,4152.0,2920.0,-1232.0,33.4762,-101.8964,LUBBOCK|LUBBOCK|33.4762|-101.8964|FM1585|MEMPHIS AVENUE
33,LUBBOCK,LUBBOCK,33.4762,-101.9052,130TH STREET,QUAKER AVENUE,2031.5,402.0,-1629.5,33.4762,-101.9052,LUBBOCK|LUBBOCK|33.4762|-101.9052|130TH STREET|QUAKER AVENUE
34,LUBBOCK,LUBBOCK,33.4762,-101.9052,FM1585,QUAKER AVENUE,2031.5,480.0,-1551.5,33.4762,-101.9052,LUBBOCK|LUBBOCK|33.4762|-101.9052|FM1585|QUAKER AVENUE
35,LUBBOCK,LUBBOCK,33.4762,-101.9180,,FM1585,4152.0,2254.0,-1898.0,33.4762,-101.918,LUBBOCK|LUBBOCK|33.4762|-101.9180||FM1585
36,LUBBOCK,LUBBOCK,33.4762,-101.9223,FM1585,FM1730,99.0,184.0,85.0,33.4762,-101.9223,LUBBOCK|LUBBOCK|33.4762|-101.9223|FM1585|FM1730
37,LUBBOCK,LUBBOCK,33.4762,-101.9226,FM1585,FM1730,4152.0,2150.0,-2002.0,33.4762,-101.9226,LUBBOCK|LUBBOCK|33.4762|-101.9226|FM1585|FM1730
38,LUBBOCK,LUBBOCK,33.4768,-101.8876,,INDIANA AVENUE,4152.0,5212.0,1060.0,33.4768,-101.8876,LUBBOCK|LUBBOCK|33.4768|-101.8876||INDIANA AVENUE
39,LUBBOCK,LUBBOCK,33.4776,-101.8876,,INDIANA AVENUE,1312.0,1884.0,572.0,33.4776,-101.8876,LUBBOCK|LUBBOCK|33.4776|-101.8876||INDIANA AVENUE
40,LUBBOCK,LUBBOCK,33.4807,-101.9049,,QUAKER AVENUE,4152.0,2736.0,-1416.0,33.4807,-101.9049,LUBBOCK|LUBBOCK|33.4807|-101.9049||QUAKER AVENUE
41,LUBBOCK,LUBBOCK,33.4810,-101.8819,,125TH STREET,4152.0,1581.0,-2571.0,33.481,-101.8819,LUBBOCK|LUBBOCK|33.4810|-101.8819||125TH STREET
42,LUBBOCK,LUBBOCK,33.4814,-101.9049,,QUAKER AVENUE,1312.0,1656.0,344.0,33.4814,-101.9049,LUBBOCK|LUBBOCK|33.4814|-101.9049||QUAKER AVENUE
43,LUBBOCK,LUBBOCK,33.4832,-101.9396,122ND STREET,FRANKFORD AVENUE,4152.0,2115.0,-2037.0,33.4832,-101.9396,LUBBOCK|LUBBOCK|33.4832|-101.9396|122ND STREET|FRANKFORD AVENUE
44,LUBBOCK,LUBBOCK,33.4833,-101.9396,122ND STREET,FRANKFORD AVENUE,4152.0,5419.0,1267.0,33.4833,-101.9396,LUBBOCK|LUBBOCK|33.4833|-101.9396|122ND STREET|FRANKFORD AVENUE
45,LUBBOCK,LUBBOCK,33.4834,-101.8876,122ND STREET,INDIANA AVENUE,4152.0,2183.0,-1969.0,33.4834,-101.8876,LUBBOCK|LUBBOCK|33.4834|-101.8876|122ND STREET|INDIANA AVENUE
46,LUBBOCK,LUBBOCK,33.4834,-101.9049,122ND STREET,QUAKER AVENUE,2031.5,404.0,-1627.5,33.4834,-101.9049,LUBBOCK|LUBBOCK|33.4834|-101.9049|122ND STREET|QUAKER AVENUE
47,LUBBOCK,LUBBOCK,33.4846,-101.9223,121ST STREET,FM 1730,4152.0,5064.0,912.0,33.4846,-101.9223,LUBBOCK|LUBBOCK|33.4846|-101.9223|121ST STREET|FM 1730
48,LUBBOCK,LUBBOCK,33.4854,-101.9396,,FRANKFORD AVENUE,4152.0,4427.0,275.0,33.4854,-101.9396,LUBBOCK|LUBBOCK|33.4854|-101.9396||FRANKFORD AVENUE
49,LUBBOCK,LUBBOCK,33.4855,-101.9396,,FRANKFORD AVENUE,4152.0,1538.0,-2614.0,33.4855,-101.9396,LUBBOCK|LUBBOCK|33.4855|-101.9396||FRANKFORD AVENUE
50,LUBBOCK,LUBBOCK,33.4862,-101.9396,,FRANKFORD AVENUE,4152.0,1855.0,-2297.0,33.4862,-101.9396,LUBBOCK|LUBBOCK|33.4862|-101.9396||FRANKFORD AVENUE
51,LUBBOCK,LUBBOCK,33.4866,-101.9049,,QUAKER AVENUE,4152.0,4434.0,282.0,33.4866,-101.9049,LUBBOCK|LUBBOCK|33.4866|-101.9049||QUAKER AVENUE
52,LUBBOCK,LUBBOCK,33.4871,-101.8876,118TH STREET,INDIANA AVENUE,135.5,46.0,-89.5,33.4871,-101.8876,LUBBOCK|LUBBOCK|33.4871|-101.8876|118TH STREET|INDIANA AVENUE
53,LUBBOCK,LUBBOCK,33.4889,-101.8876,116TH STREET,INDIANA AVENUE,4152.0,5160.0,1008.0,33.4889,-101.8876,LUBBOCK|LUBBOCK|33.4889|-101.8876|116TH STREET|INDIANA AVENUE
54,LUBBOCK,LUBBOCK,33.4896,-101.9117,,115TH STREET,4152.0,4882.0,730.0,33.4896,-101.9117,LUBBOCK|LUBBOCK|33.4896|-101.9117||115TH STREET
55,LUBBOCK,LUBBOCK,33.4901,-101.9049,,QUAKER AVENUE,4152.0,1666.0,-2486.0,33.4901,-101.9049,LUBBOCK|LUBBOCK|33.4901|-101.9049||QUAKER AVENUE
56,LUBBOCK,LUBBOCK,33.4904,-101.8703,,UNIVERSITY AVENUE,4152.0,1579.0,-2573.0,33.4904,-101.8703,LUBBOCK|LUBBOCK|33.4904|-101.8703||UNIVERSITY AVENUE
57,LUBBOCK,LUBBOCK,33.4904,-101.9570,,MILWAUKEE AVENUE,4152.0,5269.0,1117.0,33.4904,-101.957,LUBBOCK|LUBBOCK|33.4904|-101.9570||MILWAUKEE AVENUE
58,LUBBOCK,LUBBOCK,33.4905,-101.9363,114TH STREET,ENGLEWOOD AVENUE,4152.0,3589.0,-563.0,33.4905,-101.9363,LUBBOCK|LUBBOCK|33.4905|-101.9363|114TH STREET|ENGLEWOOD AVENUE
59,LUBBOCK,LUBBOCK,33.4905,-101.9397,,114TH STREET,4152.0,2522.0,-1630.0,33.4905,-101.9397,LUBBOCK|LUBBOCK|33.4905|-101.9397||114TH STREET
60,LUBBOCK,LUBBOCK,33.4905,-101.9406,,114TH STREET,4152.0,1838.0,-2314.0,33.4905,-101.9406,LUBBOCK|LUBBOCK|33.4905|-101.9406||114TH STREET
61,LUBBOCK,LUBBOCK,33.4905,-101.9408,,114TH STREET,4152.0,4342.0,190.0,33.4905,-101.9408,LUBBOCK|LUBBOCK|33.4905|-101.9408||114TH STREET
62,LUBBOCK,LUBBOCK,33.4905,-101.9570,114TH STREET,MILWAUKEE AVENUE,4152.0,1814.0,-2338.0,33.4905,-101.957,LUBBOCK|LUBBOCK|33.4905|-101.9570|114TH STREET|MILWAUKEE AVENUE
63,LUBBOCK,LUBBOCK,33.4906,-101.8703,,UNIVERSITY AVENUE,4152.0,2961.0,-1191.0,33.4906,-101.8703,LUBBOCK|LUBBOCK|33.4906|-101.8703||UNIVERSITY AVENUE
64,LUBBOCK,LUBBOCK,33.4906,-101.8876,114TH STREET,INDIANA AVENUE,4152.0,4395.0,243.0,33.4906,-101.8876,LUBBOCK|LUBBOCK|33.4906|-101.8876|114TH STREET|INDIANA AVENUE
65,LUBBOCK,LUBBOCK,33.4906,-101.9290,,114TH STREET,4152.0,3876.0,-276.0,33.4906,-101.929,LUBBOCK|LUBBOCK|33.4906|-101.9290||114TH STREET
66,LUBBOCK,LUBBOCK,33.4906,-101.9315,,114TH STREET,4152.0,4856.0,704.0,33.4906,-101.9315,LUBBOCK|LUBBOCK|33.4906|-101.9315||114TH STREET
67,LUBBOCK,LUBBOCK,33.4907,-101.8807,,114TH STREET,4152.0,5203.0,1051.0,33.4907,-101.8807,LUBBOCK|LUBBOCK|33.4907|-101.8807||114TH STREET
68,LUBBOCK,LUBBOCK,33.4907,-101.8876,114TH STREET,INDIANA AVENUE,135.5,55.0,-80.5,33.4907,-101.8876,LUBBOCK|LUBBOCK|33.4907|-101.8876|114TH STREET|INDIANA AVENUE
69,LUBBOCK,LUBBOCK,33.4907,-101.8876,INDIANA AVENUE,SH0114,4152.0,4675.0,523.0,33.4907,-101.8876,LUBBOCK|LUBBOCK|33.4907|-101.8876|INDIANA AVENUE|SH0114
70,LUBBOCK,LUBBOCK,33.4907,-101.8883,114TH STREET,INDIANA AVENUE,4152.0,4474.0,322.0,33.4907,-101.8883,LUBBOCK|LUBBOCK|33.4907|-101.8883|114TH STREET|INDIANA AVENUE
71,LUBBOCK,LUBBOCK,33.4907,-101.8985,114TH STREET,MIAMI AVENUE,1312.0,1756.0,444.0,33.4907,-101.8985,LUBBOCK|LUBBOCK|33.4907|-101.8985|114TH STREET|MIAMI AVENUE
72,LUBBOCK,LUBBOCK,33.4907,-101.9029,114TH STREET,NORWOOD AVENUE,4152.0,2942.0,-1210.0,33.4907,-101.9029,LUBBOCK|LUBBOCK|33.4907|-101.9029|114TH STREET|NORWOOD AVENUE
73,LUBBOCK,LUBBOCK,33.4907,-101.9049,114TH STREET,QUAKER AVENUE,135.5,57.0,-78.5,33.4907,-101.9049,LUBBOCK|LUBBOCK|33.4907|-101.9049|114TH STREET|QUAKER AVENUE
74,LUBBOCK,LUBBOCK,33.4907,-101.9051,,114TH STREET,4152.0,3229.0,-923.0,33.4907,-101.9051,LUBBOCK|LUBBOCK|33.4907|-101.9051||114TH STREET
75,LUBBOCK,LUBBOCK,33.4907,-101.9123,,114TH STREET,1312.0,3567.0,2255.0,33.4907,-101.9123,LUBBOCK|LUBBOCK|33.4907|-101.9123||114TH STREET
76,LUBBOCK,LUBBOCK,33.4907,-101.9124,114TH STREET,TOPEKA AVENUE,2031.5,301.0,-1730.5,33.4907,-101.9124,LUBBOCK|LUBBOCK|33.4907|-101.9124|114TH STREET|TOPEKA AVENUE
77,LUBBOCK,LUBBOCK,33.4907,-101.9223,114TH STREET,FM 1730,15.5,17.0,1.5,33.4907,-101.9223,LUBBOCK|LUBBOCK|33.4907|-101.9223|114TH STREET|FM 1730
78,LUBBOCK,LUBBOCK,33.4908,-101.8696,114TH STREET,UNIVERSITY AVENUE,4152.0,5195.0,1043.0,33.4908,-101.8696,LUBBOCK|LUBBOCK|33.4908|-101.8696|114TH STREET|UNIVERSITY AVENUE
79,LUBBOCK,LUBBOCK,33.4908,-101.8703,114TH STREET,UNIVERSITY AVENUE,75.0,91.0,16.0,33.4908,-101.8703,LUBBOCK|LUBBOCK|33.4908|-101.8703|114TH STREET|UNIVERSITY AVENUE
80,LUBBOCK,LUBBOCK,33.4908,-101.8727,,114TH STREET,1312.0,5028.0,3716.0,33.4908,-101.8727,LUBBOCK|LUBBOCK|33.4908|-101.8727||114TH STREET
81,LUBBOCK,LUBBOCK,33.4908,-101.9570,,MILWAUKEE AVENUE,4152.0,4439.0,287.0,33.4908,-101.957,LUBBOCK|LUBBOCK|33.4908|-101.9570||MILWAUKEE AVENUE
82,LUBBOCK,LUBBOCK,33.4909,-101.8703,,UNIVERSITY AVENUE,4152.0,5036.0,884.0,33.4909,-101.8703,LUBBOCK|LUBBOCK|33.4909|-101.8703||UNIVERSITY AVENUE
83,LUBBOCK,LUBBOCK,33.4910,-101.8703,,UNIVERSITY AVENUE,4152.0,4759.0,607.0,33.491,-101.8703,LUBBOCK|LUBBOCK|33.4910|-101.8703||UNIVERSITY AVENUE
84,LUBBOCK,LUBBOCK,33.4910,-101.9570,,MILWAUKEE AVENUE,4152.0,5347.0,1195.0,33.491,-101.957,LUBBOCK|LUBBOCK|33.4910|-101.9570||MILWAUKEE AVENUE
85,LUBBOCK,LUBBOCK,33.4913,-101.9570,,MILWAUKEE AVENUE,4152.0,3882.0,-270.0,33.4913,-101.957,LUBBOCK|LUBBOCK|33.4913|-101.9570||MILWAUKEE AVENUE
86,LUBBOCK,LUBBOCK,33.4915,-101.9223,,FM 1730,4152.0,2061.0,-2091.0,33.4915,-101.9223,LUBBOCK|LUBBOCK|33.4915|-101.9223||FM 1730
87,LUBBOCK,LUBBOCK,33.4916,-101.9397,,FRANKFORD AVENUE,4152.0,1461.0,-2691.0,33.4916,-101.9397,LUBBOCK|LUBBOCK|33.4916|-101.9397||FRANKFORD AVENUE
88,LUBBOCK,LUBBOCK,33.4921,-101.9049,,QUAKER AVENUE,4152.0,2261.0,-1891.0,33.4921,-101.9049,LUBBOCK|LUBBOCK|33.4921|-101.9049||QUAKER AVENUE
89,LUBBOCK,LUBBOCK,33.4921,-101.9310,,CHICAGO AVENUE,1312.0,4984.0,3672.0,33.4921,-101.931,LUBBOCK|LUBBOCK|33.4921|-101.9310||CHICAGO AVENUE
90,LUBBOCK,LUBBOCK,33.4924,-101.9223,,FM 1730,4152.0,2984.0,-1168.0,33.4924,-101.9223,LUBBOCK|LUBBOCK|33.4924|-101.9223||FM 1730
91,LUBBOCK,LUBBOCK,33.4931,-101.9050,,QUAKER AVENUE,1312.0,2784.0,1472.0,33.4931,-101.905,LUBBOCK|LUBBOCK|33.4931|-101.9050||QUAKER AVENUE
92,LUBBOCK,LUBBOCK,33.4942,-101.8876,,INDIANA AVENUE,4152.0,1483.0,-2669.0,33.4942,-101.8876,LUBBOCK|LUBBOCK|33.4942|-101.8876||INDIANA AVENUE
93,LUBBOCK,LUBBOCK,33.4945,-101.8963,,MEMPHIS AVENUE,4152.0,1662.0,-2490.0,33.4945,-101.8963,LUBBOCK|LUBBOCK|33.4945|-101.8963||MEMPHIS AVENUE
94,LUBBOCK,LUBBOCK,33.4957,-101.9045,109TH STREET,QUAKER AVENUE,4152.0,4511.0,359.0,33.4957,-101.9045,LUBBOCK|LUBBOCK|33.4957|-101.9045|109TH STREET|QUAKER AVENUE
95,LUBBOCK,LUBBOCK,33.4960,-101.9050,108TH STREET,QUAKER AVENUE,4152.0,3558.0,-594.0,33.496,-101.905,LUBBOCK|LUBBOCK|33.4960|-101.9050|108TH STREET|QUAKER AVENUE
96,LUBBOCK,LUBBOCK,33.4961,-101.8870,,108TH STREET,4152.0,3302.0,-850.0,33.4961,-101.887,LUBBOCK|LUBBOCK|33.4961|-101.8870||108TH STREET
97,LUBBOCK,LUBBOCK,33.4961,-101.8876,108TH STREET,INDIANA AVENUE,4152.0,4259.0,107.0,33.4961,-101.8876,LUBBOCK|LUBBOCK|33.4961|-101.8876|108TH STREET|INDIANA AVENUE
98,LUBBOCK,LUBBOCK,33.4964,-101.8876,,INDIANA AVENUE,4152.0,3973.0,-179.0,33.4964,-101.8876,LUBBOCK|LUBBOCK|33.4964|-101.8876||INDIANA AVENUE
99,LUBBOCK,LUBBOCK,33.4971,-101.9397,,FRANKFORD AVENUE,4152.0,5223.0,1071.0,33.4971,-101.9397,LUBBOCK|LUBBOCK|33.4971|-101.9397||FRANKFORD AVENUE
100,LUBBOCK,LUBBOCK,33.4973,-101.9330,,COLTON AVENUE,4152.0,4598.0,446.0,33.4973,-101.933,LUBBOCK|LUBBOCK|33.4973|-101.9330||COLTON AVENUE
101,LUBBOCK,LUBBOCK,33.4976,-101.9362,,106TH STREET,4152.0,3968.0,-184.0,33.4976,-101.9362,LUBBOCK|LUBBOCK|33.4976|-101.9362||106TH STREET
102,LUBBOCK,LUBBOCK,33.4989,-101.8877,105TH STREET,INDIANA AVENUE,669.0,276.0,-393.0,33.4989,-101.8877,LUBBOCK|LUBBOCK|33.4989|-101.8877|105TH STREET|INDIANA AVENUE
103,LUBBOCK,LUBBOCK,33.4990,-101.8795,105TH STREET,ELGIN AVENUE,4152.0,4385.0,233.0,33.499,-101.8795,LUBBOCK|LUBBOCK|33.4990|-101.8795|105TH STREET|ELGIN AVENUE
104,LUBBOCK,LUBBOCK,33.5002,-101.9050,103RD STREET,QUAKER AVENUE,4152.0,4526.0,374.0,33.5002,-101.905,LUBBOCK|LUBBOCK|33.5002|-101.9050|103RD STREET|QUAKER AVENUE
105,LUBBOCK,LUBBOCK,33.5004,-101.9223,,SLIDE ROAD,4152.0,2807.0,-1345.0,33.5004,-101.9223,LUBBOCK|LUBBOCK|33.5004|-101.9223||SLIDE ROAD
106,LUBBOCK,LUBBOCK,33.5006,-101.9223,103RD STREET,SLIDE ROAD,4152.0,1366.0,-2786.0,33.5006,-101.9223,LUBBOCK|LUBBOCK|33.5006|-101.9223|103RD STREET|SLIDE ROAD
107,LUBBOCK,LUBBOCK,33.5006,-101.9397,102ND STREET,FRANKFORD AVENUE,2031.5,462.0,-1569.5,33.5006,-101.9397,LUBBOCK|LUBBOCK|33.5006|-101.9397|102ND STREET|FRANKFORD AVENUE
108,LUBBOCK,LUBBOCK,33.5008,-101.9223,,SLIDE ROAD,4152.0,2915.0,-1237.0,33.5008,-101.9223,LUBBOCK|LUBBOCK|33.5008|-101.9223||SLIDE ROAD
109,LUBBOCK,LUBBOCK,33.5009,-101.8877,,INDIANA AVENUE,4152.0,1749.0,-2403.0,33.5009,-101.8877,LUBBOCK|LUBBOCK|33.5009|-101.8877||INDIANA AVENUE
110,LUBBOCK,LUBBOCK,33.5011,-101.9223,,SLIDE ROAD,4152.0,1510.0,-2642.0,33.5011,-101.9223,LUBBOCK|LUBBOCK|33.5011|-101.9223||SLIDE ROAD
111,LUBBOCK,LUBBOCK,33.5015,-101.9722,,102ND STREET,1312.0,2716.0,1404.0,33.5015,-101.9722,LUBBOCK|LUBBOCK|33.5015|-101.9722||102ND STREET
112,LUBBOCK,LUBBOCK,33.5016,-101.9852,,102ND STREET,4152.0,1769.0,-2383.0,33.5016,-101.9852,LUBBOCK|LUBBOCK|33.5016|-101.9852||102ND STREET
113,LUBBOCK,LUBBOCK,33.5017,-101.9050,,QUAKER AVENUE,4152.0,3141.0,-1011.0,33.5017,-101.905,LUBBOCK|LUBBOCK|33.5017|-101.9050||QUAKER AVENUE
114,LUBBOCK,LUBBOCK,33.5018,-101.8963,102ND STREET,MEMPHIS AVENUE,4152.0,4817.0,665.0,33.5018,-101.8963,LUBBOCK|LUBBOCK|33.5018|-101.8963|102ND STREET|MEMPHIS AVENUE
115,LUBBOCK,LUBBOCK,33.5019,-101.8703,,UNIVERSITY AVENUE,4152.0,4063.0,-89.0,33.5019,-101.8703,LUBBOCK|LUBBOCK|33.5019|-101.8703||UNIVERSITY AVENUE
116,LUBBOCK,LUBBOCK,33.5020,-101.9050,,QUAKER AVENUE,4152.0,1601.0,-2551.0,33.502,-101.905,LUBBOCK|LUBBOCK|33.5020|-101.9050||QUAKER AVENUE
117,LUBBOCK,LUBBOCK,33.5021,-101.9223,,SLIDE ROAD,4152.0,3150.0,-1002.0,33.5021,-101.9223,LUBBOCK|LUBBOCK|33.5021|-101.9223||SLIDE ROAD
118,LUBBOCK,LUBBOCK,33.5025,-101.8530,,AVENUE P,1312.0,1658.0,346.0,33.5025,-101.853,LUBBOCK|LUBBOCK|33.5025|-101.8530||AVENUE P
119,LUBBOCK,LUBBOCK,33.5027,-101.8876,101ST STREET,INDIANA AVENUE,4152.0,2059.0,-2093.0,33.5027,-101.8876,LUBBOCK|LUBBOCK|33.5027|-101.8876|101ST STREET|INDIANA AVENUE
120,LUBBOCK,LUBBOCK,33.5028,-101.8703,,UNIVERSITY AVENUE,4152.0,5396.0,1244.0,33.5028,-101.8703,LUBBOCK|LUBBOCK|33.5028|-101.8703||UNIVERSITY AVENUE
121,LUBBOCK,LUBBOCK,33.5033,-101.8657,W AVENUE,W AVENUE,4152.0,5206.0,1054.0,33.5033,-101.8657,LUBBOCK|LUBBOCK|33.5033|-101.8657|W AVENUE|W AVENUE
122,LUBBOCK,LUBBOCK,33.5038,-101.9571,,MILWAUKEE AVENUE,1312.0,3036.0,1724.0,33.5038,-101.9571,LUBBOCK|LUBBOCK|33.5038|-101.9571||MILWAUKEE AVENUE
123,LUBBOCK,LUBBOCK,33.5041,-101.8676,99TH STREET,WEATHERFORD AVENUE,4152.0,4127.0,-25.0,33.5041,-101.8676,LUBBOCK|LUBBOCK|33.5041|-101.8676|99TH STREET|WEATHERFORD AVENUE
124,LUBBOCK,LUBBOCK,33.5042,-101.8447,NOT REPORTED,US0087,4152.0,5793.0,1641.0,33.5042,-101.8447,LUBBOCK|LUBBOCK|33.5042|-101.8447|NOT REPORTED|US0087
125,LUBBOCK,LUBBOCK,33.5044,-101.8447,,US0087,669.0,524.0,-145.0,33.5044,-101.8447,LUBBOCK|LUBBOCK|33.5044|-101.8447||US0087
126,LUBBOCK,LUBBOCK,33.5045,-101.9035,,98TH STREET,4152.0,2243.0,-1909.0,33.5045,-101.9035,LUBBOCK|LUBBOCK|33.5045|-101.9035||98TH STREET
127,LUBBOCK,LUBBOCK,33.5045,-101.9038,,98TH STREET,2031.5,399.0,-1632.5,33.5045,-101.9038,LUBBOCK|LUBBOCK|33.5045|-101.9038||98TH STREET
