,County,City,Lat,Long,RdNm1,RdNm2,rank_SW,rank_SA,rank_delta_SA_minus_SW,Latitude,Longitude,intersection_key
829,LUBBOCK,LUBBOCK,33.5380,-101.8908,,62ND STREET,4152.0,3736.0,-416.0,33.538,-101.8908,LUBBOCK|LUBBOCK|33.5380|-101.8908||62ND STREET
830,LUBBOCK,LUBBOCK,33.5381,-101.9224,,SLIDE ROAD,4152.0,2182.0,-1970.0,33.5381,-101.9224,LUBBOCK|LUBBOCK|33.5381|-101.9224||SLIDE ROAD
831,LUBBOCK,LUBBOCK,33.5381,-101.9638,,US0062,2031.5,427.0,-1604.5,33.5381,-101.9638,LUBBOCK|LUBBOCK|33.5381|-101.9638||US0062
832,LUBBOCK,LUBBOCK,33.5382,-101.8446,IH0027,US0084,4152.0,5862.0,1710.0,33.5382,-101.8446,LUBBOCK|LUBBOCK|33.5382|-101.8446|IH0027|US0084
833,LUBBOCK,LUBBOCK,33.5382,-101.9308,SL0289,SS0327,4152.0,6088.0,1936.0,33.5382,-101.9308,LUBBOCK|LUBBOCK|33.5382|-101.9308|SL0289|SS0327
834,LUBBOCK,LUBBOCK,33.5382,-101.9571,,MILWAUKEE AVENUE,4152.0,3020.0,-1132.0,33.5382,-101.9571,LUBBOCK|LUBBOCK|33.5382|-101.9571||MILWAUKEE AVENUE
835,LUBBOCK,LUBBOCK,33.5383,-101.9309,,SL0289,4152.0,6089.0,1937.0,33.5383,-101.9309,LUBBOCK|LUBBOCK|33.5383|-101.9309||SL0289
836,LUBBOCK,LUBBOCK,33.5384,-101.9314,SL0289,SS0327,1312.0,5568.0,4256.0,33.5384,-101.9314,LUBBOCK|LUBBOCK|33.5384|-101.9314|SL0289|SS0327
837,LUBBOCK,LUBBOCK,33.5385,-101.8457,IH0027,US0084,4152.0,2890.0,-1262.0,33.5385,-101.8457,LUBBOCK|LUBBOCK|33.5385|-101.8457|IH0027|US0084
838,LUBBOCK,LUBBOCK,33.5385,-101.8457,,US0084,4152.0,1324.0,-2828.0,33.5385,-101.8457,LUBBOCK|LUBBOCK|33.5385|-101.8457||US0084
839,LUBBOCK,LUBBOCK,33.5385,-101.9311,,SL0289,4152.0,6087.0,1935.0,33.5385,-101.9311,LUBBOCK|LUBBOCK|33.5385|-101.9311||SL0289
840,LUBBOCK,LUBBOCK,33.5386,-101.8705,,UNIVERSITY AVENUE,4152.0,3413.0,-739.0,33.5386,-101.8705,LUBBOCK|LUBBOCK|33.5386|-101.8705||UNIVERSITY AVENUE
841,LUBBOCK,LUBBOCK,33.5386,-101.9324,,SS0327,4152.0,5696.0,1544.0,33.5386,-101.9324,LUBBOCK|LUBBOCK|33.5386|-101.9324||SS0327
842,LUBBOCK,LUBBOCK,33.5386,-101.9397,,FRANKFORD AVENUE,4152.0,1578.0,-2574.0,33.5386,-101.9397,LUBBOCK|LUBBOCK|33.5386|-101.9397||FRANKFORD AVENUE
843,LUBBOCK,LUBBOCK,33.5387,-101.9397,,FRANKFORD AVENUE,4152.0,4024.0,-128.0,33.5387,-101.9397,LUBBOCK|LUBBOCK|33.5387|-101.9397||FRANKFORD AVENUE
844,LUBBOCK,LUBBOCK,33.5388,-101.9315,,SL0289,2031.5,5816.0,3784.5,33.5388,-101.9315,LUBBOCK|LUBBOCK|33.5388|-101.9315||SL0289
845,LUBBOCK,LUBBOCK,33.5389,-101.9051,,QUAKER AVENUE,4152.0,3023.0,-1129.0,33.5389,-101.9051,LUBBOCK|LUBBOCK|33.5389|-101.9051||QUAKER AVENUE
846,LUBBOCK,LUBBOCK,33.5389,-101.9361,,SS0327,1312.0,5672.0,4360.0,33.5389,-101.9361,LUBBOCK|LUBBOCK|33.5389|-101.9361||SS0327
847,LUBBOCK,LUBBOCK,33.5389,-101.9368,,SS0327,4152.0,5470.0,1318.0,33.5389,-101.9368,LUBBOCK|LUBBOCK|33.5389|-101.9368||SS0327
848,LUBBOCK,LUBBOCK,33.5389,-101.9397,FRANKFORD AVENUE,SS0327,99.0,102.0,3.0,33.5389,-101.9397,LUBBOCK|LUBBOCK|33.5389|-101.9397|FRANKFORD AVENUE|SS0327
849,LUBBOCK,LUBBOCK,33.5389,-101.9397,SL0289,SS0327,43.5,72.0,28.5,33.5389,-101.9397,LUBBOCK|LUBBOCK|33.5389|-101.9397|SL0289|SS0327
850,LUBBOCK,LUBBOCK,33.5389,-101.9398,,SS0327,4152.0,5690.0,1538.0,33.5389,-101.9398,LUBBOCK|LUBBOCK|33.5389|-101.9398||SS0327
851,LUBBOCK,LUBBOCK,33.5389,-101.9407,,SS0327,4152.0,5717.0,1565.0,33.5389,-101.9407,LUBBOCK|LUBBOCK|33.5389|-101.9407||SS0327
852,LUBBOCK,LUBBOCK,33.5389,-101.9445,,SS0327,1312.0,4327.0,3015.0,33.5389,-101.9445,LUBBOCK|LUBBOCK|33.5389|-101.9445||SS0327
853,LUBBOCK,LUBBOCK,33.5389,-101.9448,,SS0327,4152.0,4333.0,181.0,33.5389,-101.9448,LUBBOCK|LUBBOCK|33.5389|-101.9448||SS0327
854,LUBBOCK,LUBBOCK,33.5389,-101.9538,MILWAUKEE AVENUE,SS0327,1312.0,5618.0,4306.0,33.5389,-101.9538,LUBBOCK|LUBBOCK|33.5389|-101.9538|MILWAUKEE AVENUE|SS0327
855,LUBBOCK,LUBBOCK,33.5389,-101.9564,,SS0327,4152.0,5671.0,1519.0,33.5389,-101.9564,LUBBOCK|LUBBOCK|33.5389|-101.9564||SS0327
856,LUBBOCK,LUBBOCK,33.5389,-101.9570,MILWAUKEE AVENUE,SS0327,390.5,92.0,-298.5,33.5389,-101.957,LUBBOCK|LUBBOCK|33.5389|-101.9570|MILWAUKEE AVENUE|SS0327
857,LUBBOCK,LUBBOCK,33.5393,-101.8595,62ND STREET,TEMPLE AVENUE,4152.0,2752.0,-1400.0,33.5393,-101.8595,LUBBOCK|LUBBOCK|33.5393|-101.8595|62ND STREET|TEMPLE AVENUE
858,LUBBOCK,LUBBOCK,33.5394,-101.8570,61ST STREET,AVENUE T,4152.0,1781.0,-2371.0,33.5394,-101.857,LUBBOCK|LUBBOCK|33.5394|-101.8570|61ST STREET|AVENUE T
859,LUBBOCK,LUBBOCK,33.5394,-101.8790,60TH STREET,ELGIN AVENUE,4152.0,2797.0,-1355.0,33.5394,-101.879,LUBBOCK|LUBBOCK|33.5394|-101.8790|60TH STREET|ELGIN AVENUE
860,LUBBOCK,LUBBOCK,33.5396,-101.9051,60TH STREET,QUAKER AVENUE,4152.0,4241.0,89.0,33.5396,-101.9051,LUBBOCK|LUBBOCK|33.5396|-101.9051|60TH STREET|QUAKER AVENUE
861,LUBBOCK,LUBBOCK,33.5396,-101.9224,60TH STREET,SLIDE ROAD,135.5,52.0,-83.5,33.5396,-101.9224,LUBBOCK|LUBBOCK|33.5396|-101.9224|60TH STREET|SLIDE ROAD
862,LUBBOCK,LUBBOCK,33.5396,-101.9224,,SLIDE ROAD,4152.0,3444.0,-708.0,33.5396,-101.9224,LUBBOCK|LUBBOCK|33.5396|-101.9224||SLIDE ROAD
863,LUBBOCK,LUBBOCK,33.5397,-101.9137,60TH STREET,UTICA AVENUE,4152.0,2368.0,-1784.0,33.5397,-101.9137,LUBBOCK|LUBBOCK|33.5397|-101.9137|60TH STREET|UTICA AVENUE
864,LUBBOCK,LUBBOCK,33.5397,-101.9224,60TH STREET,SLIDE ROAD,4152.0,4186.0,34.0,33.5397,-101.9224,LUBBOCK|LUBBOCK|33.5397|-101.9224|60TH STREET|SLIDE ROAD
865,LUBBOCK,LUBBOCK,33.5398,-101.8617,,AVENUE U,4152.0,5016.0,864.0,33.5398,-101.8617,LUBBOCK|LUBBOCK|33.5398|-101.8617||AVENUE U
866,LUBBOCK,LUBBOCK,33.5398,-101.8661,60TH STREET,W AVENUE,4152.0,5315.0,1163.0,33.5398,-101.8661,LUBBOCK|LUBBOCK|33.5398|-101.8661|60TH STREET|W AVENUE
867,LUBBOCK,LUBBOCK,33.5398,-101.9224,60TH STREET,SLIDE ROAD,4152.0,2833.0,-1319.0,33.5398,-101.9224,LUBBOCK|LUBBOCK|33.5398|-101.9224|60TH STREET|SLIDE ROAD
868,LUBBOCK,LUBBOCK,33.5399,-101.8586,61ST STREET,TEMPLE AVENUE,4152.0,3939.0,-213.0,33.5399,-101.8586,LUBBOCK|LUBBOCK|33.5399|-101.8586|61ST STREET|TEMPLE AVENUE
869,LUBBOCK,LUBBOCK,33.5402,-101.8561,60TH STREET,AVENUE T,4152.0,1930.0,-2222.0,33.5402,-101.8561,LUBBOCK|LUBBOCK|33.5402|-101.8561|60TH STREET|AVENUE T
870,LUBBOCK,LUBBOCK,33.5403,-101.8531,,AVENUE P,4152.0,2935.0,-1217.0,33.5403,-101.8531,LUBBOCK|LUBBOCK|33.5403|-101.8531||AVENUE P
871,LUBBOCK,LUBBOCK,33.5404,-101.8449,,IH0027,1312.0,5928.0,4616.0,33.5404,-101.8449,LUBBOCK|LUBBOCK|33.5404|-101.8449||IH0027
872,LUBBOCK,LUBBOCK,33.5404,-101.8531,59TH STREET,AVENUE P,2031.5,431.0,-1600.5,33.5404,-101.8531,LUBBOCK|LUBBOCK|33.5404|-101.8531|59TH STREET|AVENUE P
873,LUBBOCK,LUBBOCK,33.5404,-101.8545,,59TH STREET,4152.0,3221.0,-931.0,33.5404,-101.8545,LUBBOCK|LUBBOCK|33.5404|-101.8545||59TH STREET
874,LUBBOCK,LUBBOCK,33.5404,-101.9334,,SL0289,4152.0,6044.0,1892.0,33.5404,-101.9334,LUBBOCK|LUBBOCK|33.5404|-101.9334||SL0289
875,LUBBOCK,LUBBOCK,33.5405,-101.8705,,UNIVERSITY AVENUE,4152.0,5187.0,1035.0,33.5405,-101.8705,LUBBOCK|LUBBOCK|33.5405|-101.8705||UNIVERSITY AVENUE
876,LUBBOCK,LUBBOCK,33.5407,-101.8449,,IH0027,4152.0,5858.0,1706.0,33.5407,-101.8449,LUBBOCK|LUBBOCK|33.5407|-101.8449||IH0027
877,LUBBOCK,LUBBOCK,33.5407,-101.8531,58TH PL,AVENUE P,2031.5,302.0,-1729.5,33.5407,-101.8531,LUBBOCK|LUBBOCK|33.5407|-101.8531|58TH PL|AVENUE P
878,LUBBOCK,LUBBOCK,33.5408,-101.8705,,UNIVERSITY AVENUE,4152.0,1422.0,-2730.0,33.5408,-101.8705,LUBBOCK|LUBBOCK|33.5408|-101.8705||UNIVERSITY AVENUE
879,LUBBOCK,LUBBOCK,33.5410,-101.9224,,SLIDE ROAD,4152.0,3389.0,-763.0,33.541,-101.9224,LUBBOCK|LUBBOCK|33.5410|-101.9224||SLIDE ROAD
880,LUBBOCK,LUBBOCK,33.5413,-101.8705,58TH STREET,UNIVERSITY AVENUE,669.0,98.0,-571.0,33.5413,-101.8705,LUBBOCK|LUBBOCK|33.5413|-101.8705|58TH STREET|UNIVERSITY AVENUE
881,LUBBOCK,LUBBOCK,33.5413,-101.8790,58TH STREET,ELGIN AVENUE,4152.0,4701.0,549.0,33.5413,-101.879,LUBBOCK|LUBBOCK|33.5413|-101.8790|58TH STREET|ELGIN AVENUE
882,LUBBOCK,LUBBOCK,33.5414,-101.8450,,IH0027,4152.0,5966.0,1814.0,33.5414,-101.845,LUBBOCK|LUBBOCK|33.5414|-101.8450||IH0027
883,LUBBOCK,LUBBOCK,33.5414,-101.9224,,SLIDE ROAD,2031.5,418.0,-1613.5,33.5414,-101.9224,LUBBOCK|LUBBOCK|33.5414|-101.9224||SLIDE ROAD
884,LUBBOCK,LUBBOCK,33.5414,-101.9397,,FRANKFORD AVENUE,4152.0,5075.0,923.0,33.5414,-101.9397,LUBBOCK|LUBBOCK|33.5414|-101.9397||FRANKFORD AVENUE
885,LUBBOCK,LUBBOCK,33.5415,-101.8450,58TH STREET,IH0027,1312.0,5978.0,4666.0,33.5415,-101.845,LUBBOCK|LUBBOCK|33.5415|-101.8450|58TH STREET|IH0027
886,LUBBOCK,LUBBOCK,33.5415,-101.8450,,IH0027,2031.5,2191.0,159.5,33.5415,-101.845,LUBBOCK|LUBBOCK|33.5415|-101.8450||IH0027
887,LUBBOCK,LUBBOCK,33.5415,-101.9224,58TH STREET,SLIDE ROAD,4152.0,2458.0,-1694.0,33.5415,-101.9224,LUBBOCK|LUBBOCK|33.5415|-101.9224|58TH STREET|SLIDE ROAD
888,LUBBOCK,LUBBOCK,33.5415,-101.9371,58TH STREET,ENGLEWOOD AVENUE,4152.0,5294.0,1142.0,33.5415,-101.9371,LUBBOCK|LUBBOCK|33.5415|-101.9371|58TH STREET|ENGLEWOOD AVENUE
889,LUBBOCK,LUBBOCK,33.5415,-101.9744,,UPLAND AVENUE,4152.0,3007.0,-1145.0,33.5415,-101.9744,LUBBOCK|LUBBOCK|33.5415|-101.9744||UPLAND AVENUE
890,LUBBOCK,LUBBOCK,33.5416,-101.8490,,US0084,1312.0,1518.0,206.0,33.5416,-101.849,LUBBOCK|LUBBOCK|33.5416|-101.8490||US0084
891,LUBBOCK,LUBBOCK,33.5416,-101.8531,58TH STREET,AVENUE P,4152.0,2518.0,-1634.0,33.5416,-101.8531,LUBBOCK|LUBBOCK|33.5416|-101.8531|58TH STREET|AVENUE P
892,LUBBOCK,LUBBOCK,33.5416,-101.8571,58TH STREET,58TH STREET,4152.0,5407.0,1255.0,33.5416,-101.8571,LUBBOCK|LUBBOCK|33.5416|-101.8571|58TH STREET|58TH STREET
893,LUBBOCK,LUBBOCK,33.5416,-101.8639,58TH STREET,58TH STREET,1312.0,3837.0,2525.0,33.5416,-101.8639,LUBBOCK|LUBBOCK|33.5416|-101.8639|58TH STREET|58TH STREET
894,LUBBOCK,LUBBOCK,33.5416,-101.8705,UNIVERSITY AVENUE,UNIVERSITY AVENUE,4152.0,1728.0,-2424.0,33.5416,-101.8705,LUBBOCK|LUBBOCK|33.5416|-101.8705|UNIVERSITY AVENUE|UNIVERSITY AVENUE
895,LUBBOCK,LUBBOCK,33.5416,-101.8877,58TH STREET,INDIANA AVENUE,1312.0,152.0,-1160.0,33.5416,-101.8877,LUBBOCK|LUBBOCK|33.5416|-101.8877|58TH STREET|INDIANA AVENUE
896,LUBBOCK,LUBBOCK,33.5416,-101.8924,,58TH STREET,390.5,4155.0,3764.5,33.5416,-101.8924,LUBBOCK|LUBBOCK|33.5416|-101.8924||58TH STREET
897,LUBBOCK,LUBBOCK,33.5416,-101.8964,58TH STREET,MEMPHIS AVENUE,4152.0,4110.0,-42.0,33.5416,-101.8964,LUBBOCK|LUBBOCK|33.5416|-101.8964|58TH STREET|MEMPHIS AVENUE
898,LUBBOCK,LUBBOCK,33.5416,-101.8979,,58TH STREET,4152.0,4524.0,372.0,33.5416,-101.8979,LUBBOCK|LUBBOCK|33.5416|-101.8979||58TH STREET
899,LUBBOCK,LUBBOCK,33.5416,-101.9051,58TH STREET,QUAKER AVENUE,2031.5,390.0,-1641.5,33.5416,-101.9051,LUBBOCK|LUBBOCK|33.5416|-101.9051|58TH STREET|QUAKER AVENUE
900,LUBBOCK,LUBBOCK,33.5416,-101.9224,,SLIDE ROAD,4152.0,2454.0,-1698.0,33.5416,-101.9224,LUBBOCK|LUBBOCK|33.5416|-101.9224||SLIDE ROAD
901,LUBBOCK,LUBBOCK,33.5417,-101.8491,58TH STREET,US0084,135.5,89.0,-46.5,33.5417,-101.8491,LUBBOCK|LUBBOCK|33.5417|-101.8491|58TH STREET|US0084
902,LUBBOCK,LUBBOCK,33.5417,-101.8491,IH0027,US0084,4152.0,2030.0,-2122.0,33.5417,-101.8491,LUBBOCK|LUBBOCK|33.5417|-101.8491|IH0027|US0084
903,LUBBOCK,LUBBOCK,33.5418,-101.8492,58TH STREET,US0084,4152.0,3349.0,-803.0,33.5418,-101.8492,LUBBOCK|LUBBOCK|33.5418|-101.8492|58TH STREET|US0084
904,LUBBOCK,LUBBOCK,33.5419,-101.9581,,US0062,4152.0,5844.0,1692.0,33.5419,-101.9581,LUBBOCK|LUBBOCK|33.5419|-101.9581||US0062
905,LUBBOCK,LUBBOCK,33.5420,-101.9579,,US0062,4152.0,5896.0,1744.0,33.542,-101.9579,LUBBOCK|LUBBOCK|33.5420|-101.9579||US0062
906,LUBBOCK,LUBBOCK,33.5421,-101.9398,,FRANKFORD AVENUE,4152.0,2885.0,-1267.0,33.5421,-101.9398,LUBBOCK|LUBBOCK|33.5421|-101.9398||FRANKFORD AVENUE
907,LUBBOCK,LUBBOCK,33.5421,-101.9578,,US0062,4152.0,5906.0,1754.0,33.5421,-101.9578,LUBBOCK|LUBBOCK|33.5421|-101.9578||US0062
908,LUBBOCK,LUBBOCK,33.5422,-101.8496,BRIERCROFT OFFICE PARK,US0084,4152.0,1272.0,-2880.0,33.5422,-101.8496,LUBBOCK|LUBBOCK|33.5422|-101.8496|BRIERCROFT OFFICE PARK|US0084
909,LUBBOCK,LUBBOCK,33.5422,-101.9224,57TH STREET,SLIDE ROAD,4152.0,4072.0,-80.0,33.5422,-101.9224,LUBBOCK|LUBBOCK|33.5422|-101.9224|57TH STREET|SLIDE ROAD
910,LUBBOCK,LUBBOCK,33.5422,-101.9224,,SLIDE ROAD,4152.0,2667.0,-1485.0,33.5422,-101.9224,LUBBOCK|LUBBOCK|33.5422|-101.9224||SLIDE ROAD
911,LUBBOCK,LUBBOCK,33.5422,-101.9347,,SL0289,1312.0,3928.0,2616.0,33.5422,-101.9347,LUBBOCK|LUBBOCK|33.5422|-101.9347||SL0289
912,LUBBOCK,LUBBOCK,33.5423,-101.8791,,57TH STREET,4152.0,1711.0,-2441.0,33.5423,-101.8791,LUBBOCK|LUBBOCK|33.5423|-101.8791||57TH STREET
913,LUBBOCK,LUBBOCK,33.5423,-101.9348,,SL0289,4152.0,6054.0,1902.0,33.5423,-101.9348,LUBBOCK|LUBBOCK|33.5423|-101.9348||SL0289
914,LUBBOCK,LUBBOCK,33.5424,-101.9224,57TH STREET,SLIDE ROAD,669.0,103.0,-566.0,33.5424,-101.9224,LUBBOCK|LUBBOCK|33.5424|-101.9224|57TH STREET|SLIDE ROAD
915,LUBBOCK,LUBBOCK,33.5424,-101.9224,SLIDE ROAD,SLIDE ROAD,4152.0,4470.0,318.0,33.5424,-101.9224,LUBBOCK|LUBBOCK|33.5424|-101.9224|SLIDE ROAD|SLIDE ROAD
916,LUBBOCK,LUBBOCK,33.5424,-101.9224,,SLIDE ROAD,4152.0,2465.0,-1687.0,33.5424,-101.9224,LUBBOCK|LUBBOCK|33.5424|-101.9224||SLIDE ROAD
917,LUBBOCK,LUBBOCK,33.5424,-101.9348,,SL0289,2031.5,5830.0,3798.5,33.5424,-101.9348,LUBBOCK|LUBBOCK|33.5424|-101.9348||SL0289
918,LUBBOCK,LUBBOCK,33.5425,-101.8617,,AVENUE U,4152.0,4588.0,436.0,33.5425,-101.8617,LUBBOCK|LUBBOCK|33.5425|-101.8617||AVENUE U
919,LUBBOCK,LUBBOCK,33.5425,-101.8878,57TH STREET,INDIANA AVENUE,4152.0,3549.0,-603.0,33.5425,-101.8878,LUBBOCK|LUBBOCK|33.5425|-101.8878|57TH STREET|INDIANA AVENUE
920,LUBBOCK,LUBBOCK,33.5425,-101.9159,,VICKSBURG AVENUE,4152.0,3804.0,-348.0,33.5425,-101.9159,LUBBOCK|LUBBOCK|33.5425|-101.9159||VICKSBURG AVENUE
921,LUBBOCK,LUBBOCK,33.5425,-101.9398,,FRANKFORD AVENUE,4152.0,4357.0,205.0,33.5425,-101.9398,LUBBOCK|LUBBOCK|33.5425|-101.9398||FRANKFORD AVENUE
922,LUBBOCK,LUBBOCK,33.5426,-101.8521,,BRIERCROFT OFFICE PARK,4152.0,2517.0,-1635.0,33.5426,-101.8521,LUBBOCK|LUBBOCK|33.5426|-101.8521||BRIERCROFT OFFICE PARK
923,LUBBOCK,LUBBOCK,33.5427,-101.9159,57TH STREET,VICKSBURG AVENUE,390.5,5220.0,4829.5,33.5427,-101.9159,LUBBOCK|LUBBOCK|33.5427|-101.9159|57TH STREET|VICKSBURG AVENUE
924,LUBBOCK,LUBBOCK,33.5427,-101.9570,SS0327,US0062,390.5,5815.0,5424.5,33.5427,-101.957,LUBBOCK|LUBBOCK|33.5427|-101.9570|SS0327|US0062
925,LUBBOCK,LUBBOCK,33.5429,-101.7883,,SL0289,4152.0,4632.0,480.0,33.5429,-101.7883,LUBBOCK|LUBBOCK|33.5429|-101.7883||SL0289
926,LUBBOCK,LUBBOCK,33.5430,-101.8617,,AVENUE U,390.5,1624.0,1233.5,33.543,-101.8617,LUBBOCK|LUBBOCK|33.5430|-101.8617||AVENUE U
927,LUBBOCK,LUBBOCK,33.5430,-101.9565,,US0062,4152.0,5923.0,1771.0,33.543,-101.9565,LUBBOCK|LUBBOCK|33.5430|-101.9565||US0062
928,LUBBOCK,LUBBOCK,33.5431,-101.7882,,SL0289,4152.0,2989.0,-1163.0,33.5431,-101.7882,LUBBOCK|LUBBOCK|33.5431|-101.7882||SL0289
929,LUBBOCK,LUBBOCK,33.5431,-101.8878,,INDIANA AVENUE,4152.0,3628.0,-524.0,33.5431,-101.8878,LUBBOCK|LUBBOCK|33.5431|-101.8878||INDIANA AVENUE
930,LUBBOCK,LUBBOCK,33.5431,-101.9351,,SL0289,1312.0,6070.0,4758.0,33.5431,-101.9351,LUBBOCK|LUBBOCK|33.5431|-101.9351||SL0289
931,LUBBOCK,LUBBOCK,33.5432,-101.9137,,UTICA AVENUE,4152.0,3358.0,-794.0,33.5432,-101.9137,LUBBOCK|LUBBOCK|33.5432|-101.9137||UTICA AVENUE
932,LUBBOCK,LUBBOCK,33.5433,-101.8508,US0084,VILLA DRIVE,4152.0,936.0,-3216.0,33.5433,-101.8508,LUBBOCK|LUBBOCK|33.5433|-101.8508|US0084|VILLA DRIVE
933,LUBBOCK,LUBBOCK,33.5433,-101.8878,,INDIANA AVENUE,4152.0,2974.0,-1178.0,33.5433,-101.8878,LUBBOCK|LUBBOCK|33.5433|-101.8878||INDIANA AVENUE
934,LUBBOCK,LUBBOCK,33.5433,-101.9398,,FRANKFORD AVENUE,4152.0,4015.0,-137.0,33.5433,-101.9398,LUBBOCK|LUBBOCK|33.5433|-101.9398||FRANKFORD AVENUE
935,LUBBOCK,LUBBOCK,33.5435,-101.8596,56TH STREET,TEMPLE AVENUE,4152.0,5055.0,903.0,33.5435,-101.8596,LUBBOCK|LUBBOCK|33.5435|-101.8596|56TH STREET|TEMPLE AVENUE
936,LUBBOCK,LUBBOCK,33.5435,-101.9224,,SLIDE ROAD,4152.0,4885.0,733.0,33.5435,-101.9224,LUBBOCK|LUBBOCK|33.5435|-101.9224||SLIDE ROAD
937,LUBBOCK,LUBBOCK,33.5435,-101.9559,,US0062,4152.0,5825.0,1673.0,33.5435,-101.9559,LUBBOCK|LUBBOCK|33.5435|-101.9559||US0062
938,LUBBOCK,LUBBOCK,33.5437,-101.8410,56TH STREET,AVENUE D,4152.0,4245.0,93.0,33.5437,-101.841,LUBBOCK|LUBBOCK|33.5437|-101.8410|56TH STREET|AVENUE D
939,LUBBOCK,LUBBOCK,33.5437,-101.8450,,IH0027,4152.0,5855.0,1703.0,33.5437,-101.845,LUBBOCK|LUBBOCK|33.5437|-101.8450||IH0027
940,LUBBOCK,LUBBOCK,33.5441,-101.8705,55TH STREET,UNIVERSITY AVENUE,4152.0,3116.0,-1036.0,33.5441,-101.8705,LUBBOCK|LUBBOCK|33.5441|-101.8705|55TH STREET|UNIVERSITY AVENUE
941,LUBBOCK,LUBBOCK,33.5441,-101.9239,,ABERDEEN AVENUE,390.5,2321.0,1930.5,33.5441,-101.9239,LUBBOCK|LUBBOCK|33.5441|-101.9239||ABERDEEN AVENUE
942,LUBBOCK,LUBBOCK,33.5441,-101.9571,,MILWAUKEE AVENUE,4152.0,2934.0,-1218.0,33.5441,-101.9571,LUBBOCK|LUBBOCK|33.5441|-101.9571||MILWAUKEE AVENUE
943,LUBBOCK,LUBBOCK,33.5442,-101.7882,,SL0289,390.5,4161.0,3770.5,33.5442,-101.7882,LUBBOCK|LUBBOCK|33.5442|-101.7882||SL0289
944,LUBBOCK,LUBBOCK,33.5442,-101.9356,,SL0289,4152.0,6065.0,1913.0,33.5442,-101.9356,LUBBOCK|LUBBOCK|33.5442|-101.9356||SL0289
945,LUBBOCK,LUBBOCK,33.5443,-101.9051,55TH STREET,QUAKER AVENUE,4152.0,2740.0,-1412.0,33.5443,-101.9051,LUBBOCK|LUBBOCK|33.5443|-101.9051|55TH STREET|QUAKER AVENUE
946,LUBBOCK,LUBBOCK,33.5443,-101.9137,,UTICA AVENUE,4152.0,3538.0,-614.0,33.5443,-101.9137,LUBBOCK|LUBBOCK|33.5443|-101.9137||UTICA AVENUE
947,LUBBOCK,LUBBOCK,33.5443,-101.9546,,US0062,4152.0,5927.0,1775.0,33.5443,-101.9546,LUBBOCK|LUBBOCK|33.5443|-101.9546||US0062
948,LUBBOCK,LUBBOCK,33.5444,-101.9180,,WAYNE AVENUE,4152.0,2771.0,-1381.0,33.5444,-101.918,LUBBOCK|LUBBOCK|33.5444|-101.9180||WAYNE AVENUE
949,LUBBOCK,LUBBOCK,33.5445,-101.9543,,US0062,4152.0,5903.0,1751.0,33.5445,-101.9543,LUBBOCK|LUBBOCK|33.5445|-101.9543||US0062
950,LUBBOCK,LUBBOCK,33.5448,-101.9224,,SLIDE ROAD,4152.0,2460.0,-1692.0,33.5448,-101.9224,LUBBOCK|LUBBOCK|33.5448|-101.9224||SLIDE ROAD
951,LUBBOCK,LUBBOCK,33.5448,-101.9229,,54TH STREET,4152.0,2730.0,-1422.0,33.5448,-101.9229,LUBBOCK|LUBBOCK|33.5448|-101.9229||54TH STREET
952,LUBBOCK,LUBBOCK,33.5448,-101.9236,,54TH STREET,4152.0,4676.0,524.0,33.5448,-101.9236,LUBBOCK|LUBBOCK|33.5448|-101.9236||54TH STREET
953,LUBBOCK,LUBBOCK,33.5448,-101.9308,,CHICAGO AVENUE,4152.0,1396.0,-2756.0,33.5448,-101.9308,LUBBOCK|LUBBOCK|33.5448|-101.9308||CHICAGO AVENUE
954,LUBBOCK,LUBBOCK,33.5448,-101.9358,,SL0289,4152.0,6091.0,1939.0,33.5448,-101.9358,LUBBOCK|LUBBOCK|33.5448|-101.9358||SL0289
955,LUBBOCK,LUBBOCK,33.5449,-101.9224,,SLIDE ROAD,4152.0,4660.0,508.0,33.5449,-101.9224,LUBBOCK|LUBBOCK|33.5449|-101.9224||SLIDE ROAD
956,LUBBOCK,LUBBOCK,33.5450,-101.8705,,UNIVERSITY AVENUE,4152.0,1946.0,-2206.0,33.545,-101.8705,LUBBOCK|LUBBOCK|33.5450|-101.8705||UNIVERSITY AVENUE
957,LUBBOCK,LUBBOCK,33.5450,-101.8790,54TH STREET,ELGIN AVENUE,4152.0,5092.0,940.0,33.545,-101.879,LUBBOCK|LUBBOCK|33.5450|-101.8790|54TH STREET|ELGIN AVENUE
958,LUBBOCK,LUBBOCK,33.5450,-101.9309,54TH STREET,CHICAGO AVENUE,4152.0,5157.0,1005.0,33.545,-101.9309,LUBBOCK|LUBBOCK|33.5450|-101.9309|54TH STREET|CHICAGO AVENUE
959,LUBBOCK,LUBBOCK,33.5451,-101.8527,IH0027,US0084,4152.0,2695.0,-1457.0,33.5451,-101.8527,LUBBOCK|LUBBOCK|33.5451|-101.8527|IH0027|US0084
960,LUBBOCK,LUBBOCK,33.5451,-101.9224,54TH STREET,SLIDE ROAD,4152.0,5262.0,1110.0,33.5451,-101.9224,LUBBOCK|LUBBOCK|33.5451|-101.9224|54TH STREET|SLIDE ROAD
961,LUBBOCK,LUBBOCK,33.5451,-101.9310,,CHICAGO AVENUE,4152.0,5420.0,1268.0,33.5451,-101.931,LUBBOCK|LUBBOCK|33.5451|-101.9310||CHICAGO AVENUE
